TransactionID,Product
24791,liqueur
24791,cake bar
24792,sausage
24792,rolls/buns
24792,soda
24793,sausage
24793,citrus fruit
24793,whole milk
24793,yogurt
24793,rolls/buns
24793,bottled water
24793,soda
24793,napkins
24794,root vegetables
24794,whole milk
24794,butter
24794,yogurt
24794,cream cheese 
24794,frozen fish
24794,shopping bags
24795,whole milk
24795,cream cheese 
24796,frankfurter
24796,turkey
24796,root vegetables
24796,other vegetables
24796,yogurt
24796,rolls/buns
24796,pastry
24796,ready soups
24797,soda
24797,shopping bags
24798,soda
24798,bottled beer
24799,frankfurter
24799,popcorn
24800,berries
24800,whole milk
24800,whipped/sour cream
24800,pickled vegetables
24800,detergent
24800,newspapers
24801,canned beer
24802,frankfurter
24802,pork
24802,white bread
24802,canned vegetables
24802,soda
24803,frankfurter
24803,hamburger meat
24803,whole milk
24803,butter
24803,curd
24803,flour
24803,rice
24803,oil
24803,sugar
24803,mustard
24803,salty snack
24803,chocolate
24803,chocolate marshmallow
24803,dish cleaner
24803,dental care
24804,berries
24804,root vegetables
24804,whole milk
24804,beverages
24804,sugar
24804,soups
24804,coffee
24804,shopping bags
24805,frankfurter
24805,rolls/buns
24806,newspapers
24807,frozen fish
24807,newspapers
24808,tropical fruit
24808,newspapers
24809,beef
24809,grapes
24809,berries
24809,whole milk
24809,yogurt
24809,rolls/buns
24809,newspapers
24809,pot plants
24810,rolls/buns
24810,coffee
24810,instant coffee
24810,salty snack
24810,specialty chocolate
24811,specialty chocolate
24811,pot plants
24812,sparkling wine
24812,dish cleaner
24813,citrus fruit
24813,napkins
24813,shopping bags
24814,onions
24814,herbs
24814,bottled beer
24815,whole milk
24815,pastry
24815,detergent
24815,candles
24816,photo/film
24817,hamburger meat
24818,other vegetables
24818,whole milk
24818,white bread
24818,chewing gum
24819,whole milk
24819,rolls/buns
24819,shopping bags
24820,pork
24820,tropical fruit
24820,grapes
24820,hard cheese
24820,soda
24820,napkins
24820,shopping bags
24821,tropical fruit
24821,grapes
24821,berries
24821,other vegetables
24821,whole milk
24821,butter
24821,dessert
24821,yogurt
24821,whipped/sour cream
24821,ice cream
24821,pastry
24821,salt
24821,baking powder
24821,bottled water
24821,misc. beverages
24821,fruit/vegetable juice
24821,canned beer
24821,specialty chocolate
24821,pot plants
24822,chicken
24822,pork
24822,citrus fruit
24822,other vegetables
24822,whipped/sour cream
24822,white bread
24822,chewing gum
24822,pot plants
24823,other vegetables
24823,chewing gum
24824,sausage
24824,bottled water
24824,red/blush wine
24825,whole milk
24825,whipped/sour cream
24825,baking powder
24826,rolls/buns
24826,coffee
24827,hygiene articles
24828,ice cream
24828,newspapers
24829,curd
24829,whipped/sour cream
24829,domestic eggs
24829,flour
24829,misc. beverages
24829,newspapers
24830,whole milk
24830,frozen meals
24830,newspapers
24831,onions
24831,whole milk
24831,dessert
24831,domestic eggs
24831,rolls/buns
24831,white bread
24831,coffee
24831,bottled water
24832,finished products
24832,organic sausage
24832,sliced cheese
24832,white bread
24832,fruit/vegetable juice
24833,salt
24833,dog food
24833,long life bakery product
24834,tropical fruit
24834,root vegetables
24834,other vegetables
24834,domestic eggs
24834,white bread
24834,brown bread
24834,canned vegetables
24834,soda
24834,fruit/vegetable juice
24834,rum
24835,other vegetables
24835,whole milk
24835,yogurt
24836,chocolate
24837,ice cream
24838,tropical fruit
24838,oil
24838,cat food
24839,frankfurter
24839,citrus fruit
24839,whole milk
24839,yogurt
24839,sliced cheese
24839,specialty cheese
24839,pastry
24839,fruit/vegetable juice
24840,butter
24840,pasta
24840,canned fish
24840,softener
24840,flower (seeds)
24841,other vegetables
24841,butter milk
24841,frozen fish
24841,salty snack
24842,tropical fruit
24842,pastry
24842,canned beer
24842,chocolate
24843,citrus fruit
24843,root vegetables
24843,packaged fruit/vegetables
24843,yogurt
24843,sliced cheese
24843,rolls/buns
24843,white bread
24843,brown bread
24843,zwieback
24844,UHT-milk
24844,salt
24844,soda
24844,specialty chocolate
24844,shopping bags
24845,beef
24846,curd
24846,yogurt
24846,spread cheese
24846,sugar
24846,canned vegetables
24847,citrus fruit
24847,other vegetables
24847,whole milk
24847,dessert
24847,yogurt
24847,frozen vegetables
24847,fruit/vegetable juice
24847,bottled beer
24847,salty snack
24848,yogurt
24848,brown bread
24848,bottled beer
24848,white wine
24849,bottled beer
24849,liquor
24849,red/blush wine
24850,grapes
24851,pork
24851,other vegetables
24851,soda
24852,sausage
24852,citrus fruit
24852,berries
24852,other vegetables
24852,whole milk
24852,yogurt
24852,whipped/sour cream
24852,cream cheese 
24852,frozen vegetables
24852,domestic eggs
24852,pastry
24852,margarine
24852,soups
24852,canned fish
24852,chocolate
24852,candy
24852,napkins
24853,frankfurter
24853,chicken
24853,pork
24853,tropical fruit
24853,root vegetables
24853,other vegetables
24853,yogurt
24853,UHT-milk
24853,mayonnaise
24853,brown bread
24853,pastry
24853,flour
24853,mustard
24853,coffee
24853,cocoa drinks
24853,fruit/vegetable juice
24853,salty snack
24853,long life bakery product
24853,chocolate
24853,seasonal products
24854,artif. sweetener
24854,soda
24854,photo/film
24855,frankfurter
24855,onions
24855,butter
24855,processed cheese
24855,rolls/buns
24855,coffee
24855,bottled beer
24856,pip fruit
24856,root vegetables
24856,dessert
24856,yogurt
24856,domestic eggs
24856,shopping bags
24857,frankfurter
24857,whole milk
24857,coffee
24857,detergent
24858,whole milk
24858,newspapers
24859,domestic eggs
24859,hygiene articles
24859,photo/film
24859,flower soil/fertilizer
24860,packaged fruit/vegetables
24860,dessert
24860,mayonnaise
24860,oil
24860,soda
24860,waffles
24860,chocolate
24860,flower (seeds)
24860,shopping bags
24861,chicken
24861,other vegetables
24861,whipped/sour cream
24861,frozen vegetables
24861,bottled water
24861,long life bakery product
24862,pork
24862,whole milk
24862,curd
24862,yogurt
24862,whipped/sour cream
24862,cream cheese 
24862,domestic eggs
24862,white bread
24862,sugar
24862,baking powder
24862,coffee
24862,cocoa drinks
24862,salty snack
24862,waffles
24862,candy
24862,napkins
24863,citrus fruit
24863,other vegetables
24863,whole milk
24863,curd
24863,yogurt
24863,whipped/sour cream
24863,cream cheese 
24863,pastry
24863,vinegar
24863,oil
24863,coffee
24863,long life bakery product
24863,detergent
24863,cleaner
24863,napkins
24863,newspapers
24864,light bulbs
24865,cream cheese 
24865,margarine
24865,tea
24866,sausage
24866,curd
24866,frozen meals
24866,domestic eggs
24866,cake bar
24866,seasonal products
24866,detergent
24866,cleaner
24866,house keeping products
24866,pot plants
24866,shopping bags
24867,citrus fruit
24867,onions
24868,other vegetables
24868,whipped/sour cream
24868,roll products 
24869,chicken
24869,tropical fruit
24869,pip fruit
24869,root vegetables
24869,other vegetables
24869,whole milk
24869,butter
24869,yogurt
24869,whipped/sour cream
24869,hard cheese
24869,frozen vegetables
24869,frozen fish
24869,domestic eggs
24869,white bread
24869,rice
24869,specialty fat
24869,dog food
24869,bottled water
24869,fruit/vegetable juice
24869,long life bakery product
24869,softener
24869,napkins
24869,cling film/bags
24870,ice cream
24871,pork
24871,beef
24871,ice cream
24871,rolls/buns
24871,newspapers
24872,pork
24872,tropical fruit
24872,other vegetables
24872,yogurt
24872,semi-finished bread
24872,flour
24872,margarine
24872,artif. sweetener
24872,organic products
24872,chocolate marshmallow
24873,onions
24873,domestic eggs
24873,soda
24873,hygiene articles
24874,tropical fruit
24874,pip fruit
24874,grapes
24874,root vegetables
24874,herbs
24874,yogurt
24874,baking powder
24874,seasonal products
24874,pot plants
24874,shopping bags
24875,whipped/sour cream
24875,cream cheese 
24875,bottled water
24875,canned beer
24875,shopping bags
24876,berries
24876,root vegetables
24876,other vegetables
24876,butter
24876,hard cheese
24876,domestic eggs
24876,rolls/buns
24876,fruit/vegetable juice
24876,sparkling wine
24876,hygiene articles
24877,berries
24877,dessert
24877,whipped/sour cream
24877,white bread
24877,coffee
24877,shopping bags
24878,rolls/buns
24878,long life bakery product
24879,ice cream
24879,long life bakery product
24880,coffee
24880,fruit/vegetable juice
24880,dishes
24881,whole milk
24881,butter
24881,pasta
24881,misc. beverages
24882,whole milk
24883,citrus fruit
24883,berries
24883,butter milk
24883,yogurt
24884,beef
24884,grapes
24884,nuts/prunes
24884,root vegetables
24884,onions
24884,other vegetables
24884,cream
24884,soft cheese
24884,sliced cheese
24884,hard cheese
24884,domestic eggs
24884,rolls/buns
24884,pastry
24884,mustard
24884,specialty chocolate
24884,specialty bar
24884,dental care
24884,shopping bags
24885,pork
24885,citrus fruit
24885,grapes
24885,root vegetables
24885,whole milk
24885,ready soups
24885,pot plants
24886,turkey
24886,tropical fruit
24886,pip fruit
24886,root vegetables
24886,other vegetables
24886,curd
24886,butter milk
24886,yogurt
24886,curd cheese
24886,rice
24886,vinegar
24886,margarine
24887,margarine
24887,newspapers
24888,butter milk
24888,yogurt
24889,beef
24889,tropical fruit
24889,onions
24889,other vegetables
24889,whole milk
24889,butter
24889,curd
24889,butter milk
24889,yogurt
24889,domestic eggs
24889,white bread
24889,pastry
24889,shopping bags
24890,bottled water
24891,pip fruit
24891,whole milk
24891,domestic eggs
24891,bottled water
24891,long life bakery product
24892,whole milk
24892,rice
24893,chocolate
24894,frankfurter
24894,chicken
24894,butter milk
24894,margarine
24894,long life bakery product
24895,whole milk
24895,white bread
24896,sausage
24896,root vegetables
24896,domestic eggs
24896,dish cleaner
24897,grapes
24897,zwieback
24897,soda
24897,waffles
24898,brown bread
24899,root vegetables
24899,other vegetables
24899,cream cheese 
24899,pasta
24899,oil
24899,margarine
24899,salty snack
24899,pot plants
24900,UHT-milk
24900,bottled water
24901,onions
24902,beef
24902,bottled water
24902,misc. beverages
24902,specialty chocolate
24902,shopping bags
24903,pork
24903,whole milk
24903,rolls/buns
24903,bottled beer
24904,canned beer
24904,specialty chocolate
24904,candy
24904,shopping bags
24905,yogurt
24905,margarine
24906,yogurt
24906,whipped/sour cream
24906,flour
24906,margarine
24906,sugar
24906,baking powder
24906,cat food
24906,soda
24906,fruit/vegetable juice
24906,chocolate
24906,hygiene articles
24906,napkins
24906,newspapers
24907,pip fruit
24907,curd
24907,dessert
24907,yogurt
24907,specialty chocolate
24907,specialty bar
24907,newspapers
24907,shopping bags
24908,meat
24908,chicken
24908,root vegetables
24908,whole milk
24908,oil
24909,coffee
24909,misc. beverages
24909,bottled beer
24910,bottled water
24911,bottled beer
24911,liquor
24912,sausage
24912,whole milk
24912,whipped/sour cream
24912,pasta
24912,pet care
24912,fruit/vegetable juice
24913,shopping bags
24914,pork
24914,herbs
24914,other vegetables
24914,yogurt
24914,domestic eggs
24914,specialty bar
24914,dishes
24915,frankfurter
24915,other vegetables
24915,specialty cheese
24915,chewing gum
24916,ice cream
24917,root vegetables
24917,other vegetables
24917,spread cheese
24917,margarine
24917,canned beer
24918,sausage
24918,tropical fruit
24918,grapes
24918,other vegetables
24918,processed cheese
24918,frozen meals
24918,domestic eggs
24918,white bread
24918,salty snack
24918,newspapers
24919,sausage
24919,citrus fruit
24919,pip fruit
24919,root vegetables
24919,other vegetables
24919,whole milk
24919,yogurt
24919,whipped/sour cream
24919,spread cheese
24919,frozen vegetables
24919,pastry
24919,instant coffee
24919,soda
24919,fruit/vegetable juice
24919,hygiene articles
24920,root vegetables
24921,canned vegetables
24922,tropical fruit
24922,whole milk
24922,white bread
24922,brown bread
24922,misc. beverages
24922,bottled beer
24923,grapes
24923,yogurt
24923,UHT-milk
24923,soft cheese
24923,rolls/buns
24923,fruit/vegetable juice
24923,candy
24923,dental care
24923,newspapers
24923,shopping bags
24924,whole milk
24924,pastry
24925,frankfurter
24925,whole milk
24925,yogurt
24925,domestic eggs
24925,brown bread
24925,margarine
24925,fruit/vegetable juice
24925,canned beer
24925,shopping bags
24926,dessert
24926,bottled water
24926,soda
24927,shopping bags
24928,butter
24928,rolls/buns
24928,salt
24929,frankfurter
24929,ham
24929,chicken
24929,whole milk
24929,butter
24929,processed cheese
24929,frozen vegetables
24929,white bread
24929,pastry
24929,soda
24929,fruit/vegetable juice
24929,red/blush wine
24929,chocolate
24929,pot plants
24930,pork
24930,ice cream
24930,soda
24930,cake bar
24931,whole milk
24931,rolls/buns
24931,roll products 
24931,zwieback
24931,bottled beer
24932,brown bread
24933,frozen fish
24933,canned beer
24933,red/blush wine
24934,soda
24934,misc. beverages
24935,whole milk
24935,frozen vegetables
24936,pork
24936,hamburger meat
24936,pip fruit
24936,grapes
24936,root vegetables
24936,other vegetables
24936,whole milk
24936,yogurt
24936,cream cheese 
24936,frozen dessert
24936,sugar
24936,meat spreads
24936,soda
24936,fruit/vegetable juice
24937,whipped/sour cream
24938,frankfurter
24938,pip fruit
24938,root vegetables
24938,curd
24938,yogurt
24938,UHT-milk
24938,white bread
24938,pastry
24938,instant coffee
24938,waffles
24938,dish cleaner
24939,grapes
24939,other vegetables
24939,whole milk
24939,butter
24939,toilet cleaner
24939,newspapers
24940,sausage
24940,grapes
24940,butter
24940,curd
24940,yogurt
24940,whipped/sour cream
24940,beverages
24940,UHT-milk
24940,sliced cheese
24940,processed cheese
24940,rolls/buns
24940,pastry
24940,chocolate
24941,citrus fruit
24941,white bread
24941,liquor
24941,specialty bar
24941,shopping bags
24942,ham
24942,butter
24942,yogurt
24942,hard cheese
24942,ice cream
24942,domestic eggs
24942,misc. beverages
24942,fruit/vegetable juice
24943,chewing gum
24944,beef
24945,beef
24945,tropical fruit
24945,pip fruit
24945,grapes
24945,root vegetables
24945,processed cheese
24945,rolls/buns
24945,white bread
24945,pastry
24945,pasta
24945,specialty vegetables
24945,cat food
24945,soda
24945,misc. beverages
24946,other vegetables
24946,whole milk
24946,yogurt
24946,specialty cheese
24946,cereals
24946,bottled beer
24946,long life bakery product
24947,frankfurter
24947,sausage
24947,ham
24947,other vegetables
24947,domestic eggs
24947,rolls/buns
24947,pastry
24947,long life bakery product
24947,specialty bar
24947,chocolate marshmallow
24948,canned fish
24949,sausage
24949,other vegetables
24949,whole milk
24949,sliced cheese
24949,white bread
24949,baking powder
24949,pickled vegetables
24949,rum
24950,bottled water
24950,soda
24950,fruit/vegetable juice
24950,long life bakery product
24950,chewing gum
24950,candy
24951,specialty cheese
24952,bottled water
24952,soda
24953,bottled water
24953,soda
24953,chewing gum
24954,chicken
24954,beef
24954,whole milk
24954,curd
24954,brown bread
24954,pastry
24954,sauces
24954,pickled vegetables
24954,bottled water
24954,soda
24954,salty snack
24954,waffles
24954,specialty bar
24954,napkins
24954,light bulbs
24955,frankfurter
24955,tropical fruit
24955,dessert
24955,pastry
24955,flour
24955,margarine
24955,sugar
24955,artif. sweetener
24955,sauces
24955,rum
24955,skin care
24956,chicken
24956,citrus fruit
24956,root vegetables
24956,other vegetables
24956,whole milk
24956,yogurt
24956,hard cheese
24956,processed cheese
24956,mayonnaise
24956,frozen vegetables
24956,pastry
24956,roll products 
24956,rice
24956,margarine
24956,sugar
24956,pickled vegetables
24956,bottled water
24956,fruit/vegetable juice
24956,candy
24956,skin care
24956,napkins
24957,chicken
24957,tropical fruit
24957,whole milk
24957,condensed milk
24957,soft cheese
24957,processed cheese
24957,domestic eggs
24957,white bread
24957,pastry
24957,semi-finished bread
24957,soda
24957,long life bakery product
24957,waffles
24957,specialty chocolate
24957,napkins
24957,dishes
24957,kitchen towels
24957,shopping bags
24958,butter
24958,rolls/buns
24958,pastry
24958,bottled water
24958,canned beer
24958,waffles
24959,citrus fruit
24959,root vegetables
24959,dessert
24959,yogurt
24959,UHT-milk
24959,brown bread
24960,whipped/sour cream
24960,beverages
24960,liquor (appetizer)
24961,frankfurter
24961,turkey
24961,citrus fruit
24962,beef
24962,citrus fruit
24962,other vegetables
24962,whole milk
24962,domestic eggs
24962,rolls/buns
24962,brown bread
24962,coffee
24962,soda
24962,salty snack
24962,shopping bags
24963,chicken
24963,other vegetables
24963,white wine
24963,specialty chocolate
24964,sausage
24964,finished products
24964,tropical fruit
24964,pip fruit
24964,other vegetables
24964,butter
24964,curd
24964,dessert
24964,butter milk
24964,yogurt
24964,whipped/sour cream
24964,soft cheese
24964,frozen vegetables
24964,rolls/buns
24964,white bread
24964,brown bread
24964,pastry
24964,pasta
24964,soups
24964,baby food
24964,fruit/vegetable juice
24964,salty snack
24964,waffles
24964,cake bar
24964,chocolate
24964,shopping bags
24965,citrus fruit
24965,whole milk
24965,butter
24965,dessert
24965,UHT-milk
24965,flower (seeds)
24965,shopping bags
24966,ice cream
24966,coffee
24966,waffles
24967,specialty chocolate
24968,frankfurter
24968,herbs
24968,yogurt
24968,UHT-milk
24968,mayonnaise
24968,frozen vegetables
24968,margarine
24968,bottled water
24968,soda
24968,salty snack
24968,seasonal products
24968,detergent
24968,pot plants
24969,pork
24970,UHT-milk
24970,vinegar
24970,waffles
24970,chocolate
24971,UHT-milk
24971,domestic eggs
24971,brown bread
24971,coffee
24971,soda
24971,canned beer
24971,liquor (appetizer)
24971,newspapers
24972,cookware
24973,citrus fruit
24973,butter
24973,UHT-milk
24973,margarine
24973,bottled beer
24974,sausage
24974,hamburger meat
24974,tropical fruit
24974,onions
24974,other vegetables
24974,butter
24974,yogurt
24974,white bread
24974,brown bread
24974,margarine
24974,cat food
24975,frankfurter
24975,root vegetables
24975,other vegetables
24975,domestic eggs
24975,rolls/buns
24975,pastry
24975,soups
24975,Instant food products
24975,bottled water
24976,citrus fruit
24976,yogurt
24976,UHT-milk
24976,cream cheese 
24976,dish cleaner
24976,house keeping products
24976,shopping bags
24977,ham
24977,whole milk
24977,processed cheese
24977,white bread
24977,semi-finished bread
24977,bottled water
24977,soda
24977,fruit/vegetable juice
24977,popcorn
24977,chewing gum
24977,shopping bags
24978,ham
24978,chicken
24978,citrus fruit
24978,pip fruit
24978,herbs
24978,other vegetables
24978,butter
24978,napkins
24979,bottled water
24979,canned beer
24980,popcorn
24980,candy
24981,tropical fruit
24981,pip fruit
24981,other vegetables
24981,cream cheese 
24981,soda
24981,bottled beer
24982,frankfurter
24982,sausage
24982,UHT-milk
24982,frozen meals
24982,frozen dessert
24982,domestic eggs
24982,rolls/buns
24982,pastry
24982,mustard
24982,coffee
24983,hamburger meat
24983,citrus fruit
24983,packaged fruit/vegetables
24983,rolls/buns
24983,vinegar
24983,cocoa drinks
24983,specialty chocolate
24984,soda
24984,candy
24985,sausage
24985,root vegetables
24985,rolls/buns
24985,bottled water
24985,white wine
24985,flower (seeds)
24986,yogurt
24986,sliced cheese
24986,frozen vegetables
24986,frozen meals
24986,pickled vegetables
24986,coffee
24986,instant coffee
24987,meat
24987,other vegetables
24987,whole milk
24987,yogurt
24987,soft cheese
24987,sliced cheese
24987,domestic eggs
24987,margarine
24987,cat food
24987,pet care
24987,coffee
24987,bottled beer
24987,red/blush wine
24987,dish cleaner
24987,napkins
24987,kitchen towels
24988,red/blush wine
24989,UHT-milk
24989,instant coffee
24990,brown bread
24991,semi-finished bread
24992,whole milk
24992,soda
24992,misc. beverages
24992,shopping bags
24993,cat food
24993,dish cleaner
24993,shopping bags
24994,citrus fruit
24994,tropical fruit
24994,pip fruit
24994,grapes
24994,root vegetables
24994,other vegetables
24994,whole milk
24994,curd
24994,dessert
24994,whipped/sour cream
24994,UHT-milk
24994,frozen vegetables
24994,frozen meals
24994,bottled water
24994,fruit/vegetable juice
24994,specialty chocolate
24994,napkins
24995,citrus fruit
24995,other vegetables
24995,butter
24995,soda
24995,bottled beer
24995,canned beer
24995,waffles
24995,chocolate
24995,seasonal products
24996,meat
24996,other vegetables
24996,packaged fruit/vegetables
24996,cream cheese 
24996,margarine
24996,bottled water
24996,salty snack
24997,rolls/buns
24998,root vegetables
24998,whipped/sour cream
24998,salt
24998,fruit/vegetable juice
24998,salty snack
24999,tropical fruit
24999,other vegetables
24999,whole milk
24999,curd
24999,whipped/sour cream
24999,bottled beer
25000,brown bread
25000,oil
25000,sugar
25000,soda
25000,bottled beer
25001,shopping bags
25002,grapes
25002,brown bread
25002,bottled beer
25002,white wine
25003,ham
25003,tropical fruit
25003,cream cheese 
25003,processed cheese
25003,white bread
25003,candy
25004,root vegetables
25004,skin care
25005,ice cream
25005,misc. beverages
25005,canned beer
25005,napkins
25005,shopping bags
25006,tropical fruit
25006,other vegetables
25006,bottled water
25006,bottled beer
25006,napkins
25007,finished products
25007,other vegetables
25007,soda
25007,fruit/vegetable juice
25008,dessert
25009,sparkling wine
25010,other vegetables
25010,yogurt
25010,oil
25010,dental care
25011,misc. beverages
25012,other vegetables
25012,nut snack
25013,misc. beverages
25014,dessert
25014,yogurt
25014,UHT-milk
25014,soda
25014,canned beer
25014,light bulbs
25015,frankfurter
25015,tropical fruit
25015,cream cheese 
25015,rolls/buns
25015,fruit/vegetable juice
25015,kitchen towels
25015,newspapers
25016,sausage
25016,citrus fruit
25016,pip fruit
25016,yogurt
25016,beverages
25016,sliced cheese
25016,sugar
25016,bottled water
25016,soda
25016,cake bar
25017,meat
25017,citrus fruit
25017,root vegetables
25017,other vegetables
25017,whipped/sour cream
25017,semi-finished bread
25017,salty snack
25018,sausage
25018,yogurt
25018,pastry
25018,margarine
25018,soda
25018,bottled beer
25018,flower (seeds)
25019,onions
25020,beef
25020,citrus fruit
25020,onions
25020,herbs
25020,other vegetables
25020,whole milk
25020,yogurt
25020,whipped/sour cream
25020,specialty cheese
25020,brown bread
25020,canned vegetables
25020,bottled water
25020,dish cleaner
25020,abrasive cleaner
25020,hygiene articles
25021,pip fruit
25021,other vegetables
25021,butter
25021,yogurt
25021,whipped/sour cream
25021,brown bread
25021,pastry
25021,fruit/vegetable juice
25021,detergent
25022,ham
25022,hamburger meat
25022,onions
25022,other vegetables
25022,processed cheese
25022,frozen vegetables
25022,domestic eggs
25022,rolls/buns
25022,white bread
25022,cookware
25022,shopping bags
25023,yogurt
25023,newspapers
25024,citrus fruit
25024,grapes
25024,curd
25024,bottled water
25024,waffles
25025,other vegetables
25025,sugar
25026,pork
25026,frozen meals
25026,frozen fish
25026,shopping bags
25027,bathroom cleaner
25028,ham
25028,grapes
25028,spread cheese
25028,ice cream
25028,frozen potato products
25028,white bread
25028,oil
25028,pudding powder
25029,grapes
25029,specialty cheese
25029,pasta
25029,coffee
25029,bottled water
25029,soda
25029,canned beer
25029,brandy
25029,white wine
25030,pastry
25031,citrus fruit
25031,bottled water
25031,red/blush wine
25031,photo/film
25032,photo/film
25033,dessert
25033,white bread
25034,citrus fruit
25034,tropical fruit
25034,pip fruit
25034,long life bakery product
25035,soda
25036,chewing gum
25037,root vegetables
25037,sliced cheese
25037,soda
25037,bottled beer
25038,pork
25038,other vegetables
25039,turkey
25039,whole milk
25039,UHT-milk
25039,fruit/vegetable juice
25040,tropical fruit
25040,other vegetables
25040,soda
25040,candy
25040,shopping bags
25041,sausage
25041,other vegetables
25041,pasta
25041,oil
25041,margarine
25041,coffee
25041,syrup
25041,canned beer
25041,napkins
25041,light bulbs
25041,shopping bags
25042,sausage
25042,meat
25042,other vegetables
25042,brown bread
25042,canned fish
25042,bottled water
25042,canned beer
25042,liquor (appetizer)
25042,shopping bags
25043,pork
25043,tropical fruit
25043,other vegetables
25043,dessert
25043,yogurt
25043,roll products 
25043,flour
25043,rice
25043,coffee
25043,bottled water
25043,soda
25043,fruit/vegetable juice
25043,canned beer
25043,salty snack
25044,sausage
25044,citrus fruit
25044,pip fruit
25044,mayonnaise
25044,brown bread
25044,shopping bags
25045,grapes
25045,chocolate
25045,light bulbs
25046,grapes
25046,pastry
25046,salty snack
25046,light bulbs
25046,shopping bags
25047,other vegetables
25047,yogurt
25047,processed cheese
25047,ketchup
25047,bottled water
25047,male cosmetics
25048,pot plants
25049,bottled water
25049,pot plants
25050,prosecco
25050,hygiene articles
25050,pot plants
25051,UHT-milk
25051,soda
25051,dish cleaner
25051,napkins
25052,bottled water
25052,soda
25052,chewing gum
25052,specialty chocolate
25052,candy
25053,rolls/buns
25053,canned fish
25053,canned beer
25054,specialty chocolate
25055,beef
25055,other vegetables
25055,butter milk
25055,yogurt
25055,whipped/sour cream
25055,cream cheese 
25055,white bread
25055,fruit/vegetable juice
25055,bottled beer
25055,chocolate
25056,tropical fruit
25056,pasta
25056,bottled water
25057,beef
25057,root vegetables
25057,other vegetables
25057,butter
25057,yogurt
25057,rolls/buns
25057,flour
25058,rolls/buns
25058,white wine
25059,berries
25059,root vegetables
25059,whipped/sour cream
25059,roll products 
25059,bottled beer
25060,sausage
25060,hamburger meat
25060,whole milk
25060,rolls/buns
25060,oil
25060,pickled vegetables
25060,softener
25060,hygiene articles
25061,chicken
25061,pork
25061,beef
25061,whole milk
25061,curd
25061,whipped/sour cream
25062,sausage
25062,citrus fruit
25062,whole milk
25062,cream cheese 
25062,processed cheese
25062,frozen vegetables
25062,rolls/buns
25062,pastry
25062,fruit/vegetable juice
25062,chewing gum
25063,shopping bags
25064,canned beer
25065,soda
25065,canned beer
25066,yogurt
25066,UHT-milk
25066,rolls/buns
25067,rolls/buns
25067,red/blush wine
25067,newspapers
25068,rolls/buns
25068,coffee
25069,whole milk
25069,brown bread
25070,citrus fruit
25070,root vegetables
25070,other vegetables
25070,whole milk
25070,curd
25070,yogurt
25070,whipped/sour cream
25070,hard cheese
25070,cream cheese 
25070,domestic eggs
25070,flour
25070,rice
25070,oil
25070,margarine
25070,sugar
25071,citrus fruit
25071,tropical fruit
25071,grapes
25071,whole milk
25071,brown bread
25071,pastry
25072,brown bread
25072,chocolate
25073,tropical fruit
25073,other vegetables
25073,whipped/sour cream
25073,UHT-milk
25073,frozen vegetables
25073,oil
25073,margarine
25073,fruit/vegetable juice
25073,kitchen towels
25074,frankfurter
25074,tropical fruit
25074,butter
25074,whipped/sour cream
25074,frozen vegetables
25074,rolls/buns
25074,sugar
25074,baking powder
25074,bottled water
25074,misc. beverages
25074,long life bakery product
25074,newspapers
25075,coffee
25076,ham
25076,rolls/buns
25076,bottled beer
25076,chewing gum
25077,other vegetables
25077,curd
25077,yogurt
25077,pickled vegetables
25077,bottled water
25078,sausage
25078,whole milk
25078,curd
25078,butter milk
25078,whipped/sour cream
25079,pork
25079,whole milk
25079,margarine
25079,soda
25079,canned beer
25079,newspapers
25080,citrus fruit
25080,yogurt
25080,whipped/sour cream
25080,soda
25080,cookware
25081,tropical fruit
25081,whole milk
25081,domestic eggs
25081,pastry
25081,hygiene articles
25082,other vegetables
25082,yogurt
25082,cream cheese 
25083,pork
25083,whole milk
25083,sugar
25083,soda
25083,long life bakery product
25083,chocolate
25084,chicken
25084,pork
25084,pip fruit
25084,other vegetables
25084,whole milk
25084,tidbits
25084,frozen fish
25084,rolls/buns
25084,margarine
25084,baking powder
25084,soda
25084,bottled beer
25084,white wine
25084,waffles
25084,chocolate
25084,candy
25085,root vegetables
25085,whole milk
25085,yogurt
25085,rolls/buns
25085,pot plants
25086,citrus fruit
25086,cake bar
25086,baby cosmetics
25086,shopping bags
25087,fruit/vegetable juice
25088,beef
25088,tropical fruit
25088,whole milk
25088,ice cream
25088,cat food
25089,frankfurter
25089,sausage
25089,liver loaf
25089,ham
25089,chicken
25089,beef
25089,citrus fruit
25089,tropical fruit
25089,root vegetables
25089,other vegetables
25089,whole milk
25089,butter
25089,curd
25089,yogurt
25089,whipped/sour cream
25089,beverages
25089,soft cheese
25089,hard cheese
25089,cream cheese 
25089,mayonnaise
25089,domestic eggs
25089,rolls/buns
25089,roll products 
25089,flour
25089,pasta
25089,margarine
25089,specialty fat
25089,sugar
25089,soups
25089,skin care
25089,hygiene articles
25089,candles
25090,frankfurter
25090,pip fruit
25090,other vegetables
25090,yogurt
25090,spread cheese
25090,rolls/buns
25090,white bread
25090,pastry
25090,coffee
25090,soda
25090,waffles
25090,hygiene articles
25091,beef
25091,hamburger meat
25091,other vegetables
25091,rolls/buns
25091,brown bread
25091,bottled water
25091,soda
25091,bottled beer
25091,canned beer
25092,ham
25092,pork
25092,hamburger meat
