id,date,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,price
1736800520,20150403T000000,3,2.5,3560,9796,1860,1700,1965,0,47.6007,-122.145,2210,8925,662500
1736800740,20150303T000000,4,1.75,2120,7725,1220,900,1965,0,47.6003,-122.144,2160,7725,525000
1737100830,20150205T000000,4,2.25,2360,7490,2360,0,1979,0,47.6988,-122.169,2360,7490,577000
1737300110,20140826T000000,4,3,2010,8171,2010,0,1973,0,47.7688,-122.218,2090,8203,434000
1742800030,20140612T000000,4,2.5,3140,9225,1770,1370,1966,0,47.4904,-122.226,2460,9600,578000
1742800060,20140612T000000,3,1.75,1970,7972,1370,600,1976,0,47.4908,-122.225,2460,9796,501000
1745100140,20141017T000000,3,1,1700,11390,1700,0,1967,0,47.3271,-122.323,1350,8164,210000
1755700060,20140611T000000,3,2,1370,8336,1370,0,1964,0,47.7458,-122.331,1770,7288,371500
1755700090,20140801T000000,3,2.25,1590,7267,1100,490,1976,0,47.7457,-122.332,2060,8336,405000
1761100300,20141030T000000,3,1.75,1230,7200,1230,0,1986,0,47.2881,-122.363,1540,7210,220000
1761300110,20140702T000000,4,2,1620,7992,1620,0,1975,0,47.395,-122.176,1710,7500,260000
1761300310,20140827T000000,4,2,1710,8288,1710,0,1970,0,47.3947,-122.174,1710,7200,211000
1761300850,20141217T000000,4,1.75,1710,7200,910,800,1975,0,47.3967,-122.174,1730,7200,271000
1762600070,20150116T000000,4,2.5,3880,35003,2570,1310,1984,0,47.6477,-122.182,3740,35230,917500
1765100025,20150202T000000,3,2.25,1440,9806,1440,0,1965,0,47.3857,-122.212,1590,9782,253000
1769600147,20140731T000000,3,3.25,2260,7701,1760,500,2000,0,47.5053,-122.377,1880,7529,477590
1769600204,20150225T000000,3,1.75,1830,9425,1590,240,1946,0,47.5038,-122.379,1670,8430,350000
1770000090,20150407T000000,3,1.75,1950,17400,1210,740,1976,0,47.7424,-122.091,1900,17250,484000
1770000490,20140522T000000,2,1.75,1060,16470,1060,0,1977,0,47.7409,-122.089,1790,16748,356000
1771000890,20140917T000000,3,1,1160,9750,1160,0,1967,0,47.7422,-122.073,1160,9650,305000
1771100130,20150316T000000,3,1.5,1190,11996,1190,0,1969,0,47.7561,-122.071,1190,9756,332900
1771100240,20140925T000000,3,1.75,1650,11220,1650,0,1969,0,47.7567,-122.071,1340,10129,361000
1771110090,20140820T000000,3,0.75,1270,10092,1270,0,1971,0,47.7567,-122.073,1300,10375,316000
1771110550,20141204T000000,3,1,1330,9540,1330,0,1971,0,47.758,-122.075,1250,10350,320000
1771110640,20140624T000000,3,1,1660,11783,1160,500,1978,0,47.7563,-122.075,1320,10541,367500
1773100121,20140623T000000,3,2.75,1100,750,780,320,2008,0,47.5601,-122.363,1170,4800,286000
1773100510,20140915T000000,3,1.75,2340,5668,1200,1140,1941,0,47.5588,-122.364,860,4800,396000
1773101335,20141103T000000,3,2.5,1400,4400,1400,0,1930,2014,47.553,-122.365,1060,4400,399950
1773101340,20150202T000000,4,2.75,1920,4400,960,960,1906,0,47.5532,-122.365,1040,4400,399950
1774000200,20141202T000000,3,1.75,1920,9102,1920,0,1968,0,47.7487,-122.082,1920,9760,400000
1774220160,20141104T000000,3,2.5,2990,32239,2990,0,1978,0,47.7718,-122.095,2990,36497,632925
1774220350,20150401T000000,3,2.25,2370,38639,1930,440,1978,0,47.771,-122.099,2900,37452,510000
1774350160,20140718T000000,4,2.5,2340,41600,1640,700,1977,0,47.7466,-122.077,2340,34960,522250
1775500362,20141013T000000,4,2.5,2601,34335,2601,0,1995,0,47.742,-122.087,2080,32336,625000
1775800510,20150324T000000,4,1,1750,12528,1750,0,1967,0,47.743,-122.097,1550,14120,432000
1775800710,20150126T000000,3,1,1300,12600,1300,0,1969,0,47.7422,-122.1,1480,13530,315500
1775800740,20150206T000000,4,1.75,1640,13566,1120,520,1977,0,47.7423,-122.099,1470,13530,414250
1775800800,20150224T000000,3,1,1500,12616,1500,0,1967,0,47.7415,-122.101,1820,13950,396000
1775801260,20150311T000000,4,2.5,1930,14196,1330,600,1977,0,47.7407,-122.097,1470,12852,425000
1775801340,20140606T000000,3,1.75,1910,12596,1340,570,1977,0,47.7399,-122.099,1550,13310,415000
1775920350,20141124T000000,3,1,1290,12231,1290,0,1976,0,47.7404,-122.11,1390,11632,323000
1775950100,20150113T000000,3,1.5,1240,9196,1240,0,1968,0,47.7562,-122.094,1690,10800,357823
1777500060,20140708T000000,5,2.5,2820,9375,1550,1270,1968,0,47.5707,-122.128,2820,9375,527700
1777500090,20141229T000000,6,2.5,3180,9375,1590,1590,1967,0,47.5707,-122.129,2670,9625,680000
1777500160,20150425T000000,5,3,3070,9804,1740,1330,1968,0,47.5702,-122.128,2550,9689,718000
1777600490,20141024T000000,4,2.5,3130,12463,1620,1510,1978,0,47.569,-122.127,2740,11779,675000
1778350070,20140509T000000,4,2.75,2790,10819,2790,0,1996,0,47.5515,-122.08,3080,12603,765000
1778350270,20140915T000000,3,2.5,2630,10047,2630,0,1996,0,47.5515,-122.083,2640,10620,665000
1778500015,20141016T000000,3,1.5,1940,4000,1310,630,1915,0,47.6205,-122.291,1940,4000,728000
1781500435,20150225T000000,3,1.75,1580,7344,1580,0,1911,0,47.5256,-122.38,1580,6207,575000
1781500435,20140820T000000,3,1.75,1580,7344,1580,0,1911,0,47.5256,-122.38,1580,6207,260000
1782000160,20140530T000000,2,1,1090,5000,730,360,1942,0,47.5258,-122.378,990,5250,356700
1785500132,20141118T000000,3,1,1020,7650,1020,0,1940,0,47.7198,-122.352,1440,7650,293000
1786640070,20140806T000000,3,2,1950,8698,1950,0,1999,0,47.39,-122.153,2330,7212,361000
1787270090,20150225T000000,4,2.5,2410,4708,2410,0,2002,0,47.3229,-122.182,2517,5290,299800
1787600164,20140723T000000,2,1,1560,4920,780,780,1947,0,47.7248,-122.325,1760,7510,310000
1787600252,20150505T000000,2,1,1150,6098,950,200,1948,0,47.7259,-122.328,1790,8455,282000
1788700160,20150220T000000,3,1,1260,8378,840,420,1959,1977,47.3274,-122.348,1140,8496,195000
1788700295,20150311T000000,3,1,1350,9680,820,530,1959,0,47.3274,-122.346,1320,9225,172000
1794500383,20140626T000000,3,1.75,2450,2691,1750,700,1915,0,47.6386,-122.36,1760,3573,937000
1795500240,20140623T000000,2,1.75,1500,8645,1500,0,1963,0,47.3643,-122.115,1220,8645,249500
1796100015,20150423T000000,4,3.5,3090,100835,3090,0,1999,0,47.3087,-122.088,2400,50543,675000
1796100140,20140715T000000,3,1.5,1350,81549,1350,0,1966,0,47.3099,-122.09,2220,93825,170000
1796250140,20150310T000000,3,2.5,2000,30605,2000,0,1989,0,47.3442,-122.062,1930,35350,399950
1796350570,20140521T000000,3,1.75,1380,7350,990,390,1981,0,47.369,-122.093,1660,8400,195000
1796350690,20140820T000000,3,2,1390,8250,1390,0,1987,0,47.3707,-122.094,1390,7875,245000
1796351080,20140718T000000,3,2,1250,7995,1250,0,1980,0,47.3684,-122.092,1540,7650,208000
1796360350,20150128T000000,3,1.75,1240,8659,1240,0,1986,0,47.3663,-122.089,1490,8223,255000
1796361140,20141031T000000,3,1.75,1340,8250,1100,240,1985,0,47.3668,-122.09,1540,7860,230000
1796370930,20140710T000000,3,2.5,1490,8102,1490,0,1990,0,47.3712,-122.092,1640,7943,260000
1796380960,20141126T000000,3,2,1670,6824,1300,370,1990,0,47.3666,-122.084,1660,7586,223000
1796381070,20140625T000000,3,2.5,1670,8364,1300,370,1990,0,47.369,-122.084,1490,8143,270000
1798000100,20140529T000000,5,3,2170,2440,1450,720,1911,0,47.6724,-122.317,2070,4000,750500
1820069019,20140529T000000,2,1,900,423838,900,0,1925,0,47.228,-122.088,1810,94960,302000
1821059264,20140626T000000,4,1.5,1600,9289,1600,0,1959,0,47.3107,-122.212,1540,9918,224000
1822069097,20141223T000000,6,3,2870,206474,2330,540,1960,1985,47.401,-122.095,2380,59677,540000
1822069116,20141217T000000,3,2.5,2400,99752,2400,0,1996,0,47.3917,-122.084,2800,98010,590000
1822079046,20150504T000000,3,2,3040,41072,1520,1520,1978,0,47.3944,-121.972,2230,54014,500000
1822350070,20150202T000000,3,1.5,1380,6657,1380,0,1986,0,47.7085,-122.217,1420,8187,455000
1822500160,20141212T000000,4,2.5,2570,11473,2570,0,2008,0,47.2809,-122.296,2430,5997,356500
1823039205,20140624T000000,3,2.5,2270,100545,2270,0,1998,0,47.4815,-122.47,1277,100545,585000
1823049144,20150128T000000,3,1,1000,9295,1000,0,1955,0,47.484,-122.346,1320,13500,225000
1823049171,20141218T000000,5,1.5,1950,9000,1130,820,1964,0,47.4882,-122.339,1680,9526,275000
1823049202,20150107T000000,6,1.5,1930,8400,1030,900,1971,0,47.4869,-122.34,1780,9520,326000
1823049202,20140610T000000,6,1.5,1930,8400,1030,900,1971,0,47.4869,-122.34,1780,9520,175000
1823059028,20150224T000000,4,1.75,2280,7840,1280,1000,1957,0,47.4809,-122.224,2120,7260,312500
1823059205,20140604T000000,3,1.5,2060,15837,2060,0,1903,0,47.4819,-122.223,2190,8549,200000
1823099076,20140820T000000,3,2.5,1780,47480,1780,0,1995,0,47.4723,-121.707,1890,51836,495000
1825069031,20140814T000000,4,1.75,2410,8447,2060,350,1936,1980,47.6499,-122.088,2520,14789,550000
1825069031,20141016T000000,4,1.75,2410,8447,2060,350,1936,1980,47.6499,-122.088,2520,14789,550000
1825079070,20150313T000000,3,1.75,1560,242629,1560,0,1981,0,47.6493,-121.956,2320,220654,590000
1826049225,20150417T000000,4,1.75,1870,8663,1870,0,1949,0,47.7366,-122.35,1560,7800,460000
1828001220,20141007T000000,5,2.75,3000,9473,1500,1500,1966,0,47.6567,-122.13,2050,8820,550000
1828300100,20150330T000000,4,2.5,3100,7807,3100,0,2003,0,47.7151,-122.227,3100,7807,800000
1832100030,20140625T000000,4,4,3570,8250,2860,710,2015,0,47.5784,-122.226,2230,10000,597326
1836980160,20150324T000000,4,2.5,2680,4499,2680,0,1999,0,47.565,-122.125,2920,4500,807100
1839500115,20140712T000000,4,1.5,2220,6811,1270,950,1961,0,47.5059,-122.193,1800,7350,320000
1839910300,20150106T000000,3,1,1030,9916,1030,0,1972,0,47.7218,-122.176,1470,9044,299950
1840000030,20140529T000000,3,1.75,1590,11914,1090,500,1957,0,47.4427,-122.274,1630,9052,267500
1842000140,20140730T000000,3,1.75,1570,7500,1300,270,1953,0,47.4999,-122.368,1590,7660,335000
1842900030,20150416T000000,3,1.5,1200,11935,1200,0,1968,0,47.3434,-122.082,1350,11935,234000
1843100070,20150210T000000,4,2.75,2610,8967,2610,0,1990,0,47.3747,-122.124,2390,7852,372000
1843100340,20150305T000000,3,2.25,2570,8491,2570,0,1989,0,47.3759,-122.125,2400,8049,348000
1843100520,20140725T000000,4,2.5,2770,9751,2770,0,1989,0,47.3739,-122.126,2370,6950,347000
1843200240,20150505T000000,2,1.5,1360,1898,1360,0,1978,0,47.2852,-122.19,1360,1898,200000
1844500025,20150325T000000,4,1,1410,7693,1410,0,1953,0,47.7604,-122.331,1330,8395,355000
1853000400,20150305T000000,4,2.5,3140,28037,3140,0,1991,0,47.7304,-122.082,2990,35001,680000
1853000510,20140509T000000,4,2.25,4230,37769,4230,0,1989,0,47.7287,-122.077,3890,37034,985000
1853080570,20140811T000000,4,2.75,3390,6298,3390,0,2011,0,47.5906,-122.062,3390,7111,859900
1853081000,20140717T000000,5,2.75,2830,6137,2830,0,2010,0,47.5932,-122.058,3170,6285,820000
1858600042,20150429T000000,4,3,2483,6870,2483,0,2005,0,47.3627,-122.199,1943,6434,360000
1862400132,20140916T000000,2,1,930,5400,930,0,1952,0,47.6971,-122.372,1050,5400,379000
1862400517,20140813T000000,3,2,1320,1298,1320,0,1995,0,47.6959,-122.376,1380,1503,350000
1862400518,20150304T000000,3,2,1320,1297,1320,0,1995,0,47.6959,-122.376,1380,1503,385000
1862900160,20140703T000000,3,2,1180,7793,1180,0,1992,0,47.4053,-122.181,1720,7793,265900
1862900350,20140610T000000,4,2.5,1930,9643,1930,0,1992,0,47.4065,-122.18,1930,7525,315000
1865000110,20140929T000000,4,2.5,2540,6688,2540,0,2002,0,47.3314,-122.18,2810,6776,365000
1865810060,20140812T000000,5,3.5,2390,6600,2390,0,1977,0,47.3737,-122.115,1140,6600,267500
1865820370,20141113T000000,3,1.75,1150,8690,1150,0,1977,0,47.3729,-122.115,1330,7040,166600
1868901275,20150127T000000,2,1,1430,5000,1430,0,1925,0,47.6727,-122.299,1450,3750,455000
1868901295,20140729T000000,5,2.25,2540,3750,1510,1030,1925,0,47.6729,-122.299,1780,3750,660000
1868901690,20150505T000000,3,1.75,2040,5000,1780,260,1924,0,47.6756,-122.299,1690,5000,600000
1872900076,20140620T000000,3,1.5,1700,14133,1700,0,1954,0,47.6166,-122.22,2630,17376,979000
1873100060,20140829T000000,4,2.5,2460,4425,2460,0,2006,0,47.7048,-122.109,2990,5659,693000
1873100390,20150302T000000,4,2.5,2570,7173,2570,0,2005,0,47.7073,-122.11,2630,6026,719000
1873100490,20150502T000000,4,2.5,3520,8095,3520,0,2006,0,47.7065,-122.109,2460,4676,760000
1875500060,20140731T000000,3,2,1890,14040,1890,0,1994,0,47.7277,-121.962,1890,14018,395000
1877500090,20150211T000000,3,2.5,3560,8297,1650,1910,1948,0,47.6473,-122.407,2760,8297,756000
1887000100,20140814T000000,5,1.75,2460,14100,1380,1080,1972,0,47.7452,-122.224,2028,11078,485000
1887500045,20141226T000000,4,2,2460,5921,1230,1230,1948,0,47.308,-122.209,1260,6648,247500
1888120140,20140709T000000,5,4.5,4030,13474,4030,0,2000,0,47.5812,-121.995,3860,12438,989000
1891100090,20140505T000000,3,1.75,1480,2185,1480,0,2005,0,47.6945,-122.17,1480,2441,620000
1895000045,20150504T000000,2,1,820,5100,820,0,1953,0,47.5156,-122.262,1170,5304,195000
1895000260,20140721T000000,2,2,890,5000,890,0,1917,0,47.5158,-122.264,1860,5000,207950
1895450200,20150415T000000,4,2.5,2190,7294,2190,0,2003,0,47.2923,-122.357,2240,7379,349000
1898200030,20140922T000000,4,2.5,2240,9701,2240,0,1989,0,47.3086,-122.392,2240,9410,335000
1898310110,20141202T000000,3,2.5,1800,8697,1800,0,1987,0,47.3115,-122.4,1770,8390,280000
1898900100,20140722T000000,4,2.5,2100,14773,2100,0,1998,0,47.3045,-122.391,2370,15440,305000
1900000195,20140630T000000,2,1,930,7623,930,0,1942,0,47.467,-122.349,1300,7641,100000
1909600046,20140703T000000,3,2.5,2250,5692,2250,0,2000,0,47.5133,-122.379,1320,5390,445838
1917300025,20150127T000000,2,1,860,6000,860,0,1945,0,47.2109,-121.985,1300,6000,122000
1917300260,20141202T000000,4,2,1520,6174,1520,0,1920,0,47.2105,-121.989,1390,5407,210000
1919800260,20140716T000000,3,1.75,2340,6750,1620,720,1914,0,47.6956,-122.335,1410,3388,645000
1921069082,20140512T000000,3,2,2560,216777,2560,0,1986,0,47.295,-122.086,2360,108463,560000
1921069084,20140707T000000,4,2.25,2340,217014,2340,0,1982,0,47.2953,-122.083,2340,107898,404950
1922039062,20150420T000000,2,1.5,1008,26487,1008,0,1943,2002,47.3853,-122.479,1132,24079,480000
1922059046,20141029T000000,3,1,1980,39150,1580,400,1932,0,47.3818,-122.225,1860,11811,308000
1922059135,20150513T000000,2,2,1130,5500,1130,0,1941,0,47.3839,-122.225,1320,6600,250000
1922059282,20140918T000000,3,2.25,2220,16020,1780,440,1966,0,47.3758,-122.217,2080,9583,325000
1922059396,20150404T000000,3,2.5,2410,17424,1630,780,1978,0,47.3741,-122.218,1530,11761,330000
1922059445,20140623T000000,3,2.5,2430,15264,2430,0,1997,0,47.3805,-122.208,2260,10416,362300
1922069099,20140523T000000,3,2,1370,78408,1370,0,1964,0,47.3867,-122.081,1620,9690,354800
1923000160,20140620T000000,4,3.5,2970,14486,2340,630,1997,0,47.5627,-122.215,3680,14486,905000
1923069078,20140805T000000,4,3.25,3180,194278,3180,0,2005,0,47.4711,-122.084,2200,178160,890000
1924069058,20141010T000000,4,3.25,5010,49222,3710,1300,1978,0,47.5489,-122.092,3140,54014,965000
1925069006,20141203T000000,1,0.75,530,33278,530,0,1950,0,47.6412,-122.079,2830,14311,355000
1925069121,20150330T000000,3,2.5,1730,4102,1730,0,1996,0,47.645,-122.084,2340,16994,960000
1926049355,20141028T000000,5,2,2620,7030,1420,1200,1965,0,47.7338,-122.352,1360,7964,399000
1926059155,20150130T000000,3,1.75,1850,10920,1850,0,1915,0,47.7244,-122.222,1510,7871,257000
1926069035,20140722T000000,2,1,1070,189486,1070,0,1942,0,47.7199,-122.085,1970,60548,299000
1926069137,20140707T000000,4,3.25,4100,241322,2500,1600,1981,0,47.7302,-122.096,3770,87821,775000
1926069143,20141016T000000,4,3.25,3400,99170,2000,1400,1980,0,47.7293,-122.099,3460,47920,865000
1930300190,20140714T000000,3,1,1640,4000,1640,0,1909,0,47.6563,-122.351,2140,4000,716100
1930301555,20140701T000000,2,1,950,4500,850,100,1926,0,47.6562,-122.354,1670,4000,500000
1931301105,20140717T000000,3,2,1550,2401,1550,0,1996,0,47.6545,-122.348,1550,3446,440000
1932300075,20140910T000000,2,1,1050,5900,1050,0,1950,0,47.5326,-122.376,1280,5900,245000
1937300270,20150303T000000,3,3.5,2480,3200,2480,0,2010,0,47.5951,-122.307,1980,3200,910000
1938400300,20140708T000000,4,2.25,2600,6390,1390,1210,1978,0,47.3174,-122.366,2110,6700,245000
1939110310,20150310T000000,3,3.25,3680,7650,2340,1340,1988,0,47.6272,-122.033,2280,8515,722080
1939130070,20140929T000000,4,2.5,2820,8307,2820,0,1990,0,47.6253,-122.027,2820,8307,690000
1947300115,20140619T000000,3,1,1320,3625,1320,0,1900,0,47.6049,-122.288,1660,5438,464000
1950900245,20141226T000000,3,1,1150,8050,1150,0,1956,0,47.374,-122.296,1360,8050,123300
1951100110,20150205T000000,3,1.75,1630,9450,1080,550,1977,0,47.3729,-122.295,1280,9100,240000
1951500030,20150204T000000,3,1,1090,10620,1090,0,1959,0,47.3748,-122.294,1380,10620,140000
1951700700,20140605T000000,4,2.25,2210,7665,2210,0,1968,0,47.5424,-122.168,1960,7903,530000
1951820070,20140822T000000,3,2.25,2230,13100,1510,720,1974,0,47.5413,-122.174,2010,10650,491500
1952200240,20140611T000000,3,2.5,2070,13241,1270,800,1910,0,47.6415,-122.315,2200,4500,850830
1954400510,20150218T000000,3,2,1680,8080,1680,0,1987,0,47.6168,-122.045,1800,7503,510000
1954430190,20140808T000000,4,2.75,2050,7171,1540,510,1988,0,47.6194,-122.042,1960,7110,528000
1954440060,20140505T000000,3,2.5,1900,8744,1900,0,1987,0,47.62,-122.043,2030,8744,560000
1954700615,20141022T000000,4,1.5,2040,6900,2040,0,1903,0,47.6188,-122.285,3150,8220,825000
1959700550,20140905T000000,4,2,2050,4400,2050,0,1922,0,47.644,-122.319,2320,5500,740000
1959701890,20140729T000000,4,1.75,1800,4180,1800,0,1921,0,47.6462,-122.318,2180,4620,865000
1962200036,20140819T000000,3,1.75,1620,1325,1430,190,2005,0,47.6498,-122.321,1750,1572,600000
1972200660,20150415T000000,2,1.5,1120,1201,1120,0,1999,0,47.6524,-122.353,1370,1298,465000
1972201820,20141016T000000,4,2,2130,2620,1650,480,1919,0,47.6515,-122.346,1330,2719,610000
1972202080,20140710T000000,2,1.75,1950,2719,1010,940,1919,0,47.6513,-122.346,1360,1256,725000
1972205338,20150418T000000,3,3.5,1450,1091,1200,250,2007,0,47.6475,-122.359,1490,3017,550000
1974200060,20150424T000000,4,2.5,2400,10070,1510,890,1967,0,47.7104,-122.24,2030,9964,525000
1982200015,20140919T000000,4,2,1680,2600,840,840,1915,0,47.6648,-122.363,1680,3340,555000
1982200245,20150127T000000,3,2.5,1890,3880,1460,430,1915,0,47.6642,-122.362,1010,3880,726000
1994200024,20141104T000000,3,1,1430,3455,980,450,1947,0,47.6873,-122.336,1450,4599,511000
1994200031,20140620T000000,3,2,1430,3480,980,450,1947,0,47.6874,-122.336,1450,4650,450000
1995200245,20140606T000000,4,2.5,2040,6034,2040,0,1990,0,47.6952,-122.323,1380,5986,545000
1997200165,20140916T000000,3,2.25,2170,5001,2170,0,2014,0,47.6937,-122.338,1700,6991,802000
1997200215,20140507T000000,9,4.5,3830,6988,2450,1380,1938,0,47.6927,-122.338,1460,6291,599999
1999700045,20140502T000000,3,1.5,1340,7912,1340,0,1955,0,47.7658,-122.339,1480,7940,313000
2004100075,20150326T000000,2,1,1150,8138,1150,0,1954,0,47.737,-122.325,1300,8139,332000
2005300140,20150330T000000,4,2,2340,10507,2340,0,1959,0,47.3578,-122.178,990,10507,220000
2008000270,20150115T000000,3,1.5,1060,9711,1060,0,1963,0,47.4095,-122.315,1650,9711,291850
2008200060,20140624T000000,3,1.5,1010,9600,1010,0,1962,0,47.4097,-122.316,1400,9660,160000
2009000370,20150219T000000,2,1.75,1340,7250,700,640,1949,0,47.408,-122.327,1830,9750,269950
2009001600,20150506T000000,3,1,1070,9000,1070,0,1950,0,47.4061,-122.33,1840,12000,265000
2011400019,20141230T000000,5,2.5,2580,11250,1410,1170,1964,0,47.397,-122.313,2240,11780,260000
2011400405,20140831T000000,5,1.75,1320,38125,1120,200,1947,0,47.3937,-122.323,2360,15070,380000
2011400583,20140606T000000,3,2.5,2700,9994,1350,1350,1959,0,47.397,-122.321,2470,10664,402000
2011400791,20141007T000000,4,2,1330,9188,1330,0,1928,2004,47.401,-122.319,1770,10419,425000
2013200390,20140922T000000,4,1.75,1680,9966,1100,580,1977,0,47.3923,-122.311,2400,10369,268000
2013800705,20141117T000000,2,1,1210,9375,1210,0,1952,0,47.3865,-122.322,1680,8400,239000
2021069059,20140626T000000,3,2,1470,20000,1470,0,1968,0,47.2973,-122.08,1390,30056,254600
2021200058,20150423T000000,3,2.75,2310,5200,1520,790,1940,0,47.6357,-122.397,2310,5200,785000
2021201000,20140523T000000,4,3,3680,5854,2060,1620,1967,0,47.6327,-122.395,3140,5000,980000
2022059308,20150505T000000,3,2,1678,13862,1678,0,1994,0,47.3744,-122.19,1550,11753,353000
2022069200,20150505T000000,4,2.5,2210,49375,2210,0,1997,0,47.3828,-122.071,2670,49385,455000
2023039160,20150423T000000,4,2.25,2620,98881,1820,800,1952,0,47.4662,-122.453,1728,95832,525000
2023049206,20140630T000000,3,2.5,1760,8584,1760,0,1937,0,47.4612,-122.325,2160,8584,289950
2023049245,20140820T000000,4,1.5,1370,9750,1070,300,1953,0,47.4718,-122.323,1540,9789,296000
2023049350,20150410T000000,3,1.5,1480,9086,1480,0,1962,0,47.4717,-122.323,1540,9750,305000
2023069059,20141030T000000,3,3,2840,206910,2840,0,1999,0,47.469,-122.063,2070,25067,790000
2024059058,20150428T000000,4,2.75,2890,7821,2890,0,2014,0,47.554,-122.189,2890,10108,978000
2024059084,20150313T000000,4,2.75,2290,21486,2290,0,1963,0,47.5515,-122.189,2540,15936,625000
2024059094,20140825T000000,3,2.25,1920,11500,1920,0,1972,2000,47.5498,-122.188,2260,8866,515000
2024079035,20140605T000000,3,2.75,3150,219978,3000,150,1990,0,47.553,-121.946,3180,218235,685000
2025049006,20141112T000000,7,2.75,3410,4056,2130,1280,1906,0,47.6454,-122.316,2510,4056,750000
2025049064,20140915T000000,3,1,1980,3243,1980,0,1912,0,47.6429,-122.327,1380,1249,796000
2025049175,20150105T000000,2,2.5,1360,2070,1360,0,1999,0,47.6423,-122.329,1920,2092,755000
2025079033,20141210T000000,1,2,3000,204732,3000,0,1979,0,47.6331,-121.945,2330,213008,415000
2025700860,20150414T000000,3,2.25,1370,6000,1370,0,1992,0,47.3484,-122.033,1370,6200,287000
2025760160,20140703T000000,4,4.25,4930,25714,4930,0,2005,0,47.3069,-122.148,3620,23035,835000
2025770560,20141103T000000,4,4.25,5710,24663,5710,0,2007,0,47.3065,-122.158,4060,23847,930000
2026049125,20150501T000000,2,2,1030,2271,1030,0,1999,0,47.7263,-122.314,1439,1387,310000
2026049155,20150320T000000,3,1.75,1680,8648,1680,0,1963,0,47.7338,-122.332,1290,8147,372500
2028700265,20150115T000000,2,1.75,1310,3816,1110,200,1929,0,47.679,-122.368,1510,3816,505000
2028700535,20150225T000000,4,3,2550,5300,1720,830,1908,2013,47.6786,-122.367,1590,4505,855000
2061100570,20150210T000000,3,1.75,1910,5753,1110,800,1941,0,47.6898,-122.327,1630,5580,595000
2078500320,20140620T000000,4,2.5,2620,7553,2620,0,1996,0,47.5301,-122.18,2620,11884,605000
2085200261,20150218T000000,3,2,1960,6450,1000,960,1977,0,47.3972,-122.029,1660,20720,422500
2095800400,20141113T000000,3,2.5,2090,8653,2090,0,1989,0,47.7498,-122.184,2090,6396,455000
2095800520,20150424T000000,3,2.5,2250,7752,2250,0,1988,0,47.7489,-122.185,2080,7033,550000
2110200036,20141111T000000,5,3.25,2400,3118,1780,620,1928,0,47.6094,-122.291,2100,3941,700000
2111010340,20140612T000000,4,2.5,2490,8124,2490,0,2001,0,47.3347,-122.17,2760,6300,306000
2111010940,20150220T000000,3,2.25,2120,3400,2120,0,2002,0,47.3364,-122.17,2420,3400,289500
2112700030,20141126T000000,5,2.75,1540,4000,1140,400,1990,0,47.533,-122.354,1630,4000,357000
2112700600,20150513T000000,3,2.25,1640,5880,1240,400,1977,0,47.5323,-122.351,1200,4760,415000
2113700060,20141014T000000,4,2.5,2350,3904,2350,0,1999,0,47.5305,-122.351,1120,4000,400000
2113700335,20150408T000000,3,1.75,1460,6360,1010,450,1979,0,47.5311,-122.353,1400,4240,316500
2113701200,20140912T000000,2,1,670,4640,670,0,1943,0,47.53,-122.351,870,4501,250000
2114700115,20150407T000000,3,2.5,1970,4120,1230,740,1927,0,47.5328,-122.346,1470,4080,291700
2115200125,20140919T000000,4,1.75,2100,7135,1050,1050,1955,0,47.5353,-122.349,1730,4000,384000
2115200160,20140605T000000,4,2.5,2340,3784,2340,0,2008,0,47.535,-122.348,1730,4000,445000
2115510340,20140604T000000,3,2.5,1720,8755,1000,720,1983,0,47.3186,-122.391,1720,8690,275000
2115510470,20141223T000000,4,2.25,1960,10400,1220,740,1985,0,47.3199,-122.392,1650,8660,285000
2122039094,20141126T000000,3,3,1970,20978,1770,200,1980,0,47.3844,-122.438,2280,75396,705000
2122059160,20150427T000000,5,1.75,2190,16788,1380,810,1978,0,47.3764,-122.176,1920,8366,248000
2122059206,20140513T000000,5,2.5,3001,5710,3001,0,2006,0,47.3727,-122.177,2340,5980,373000
2122059236,20150306T000000,4,2.5,2506,6232,2506,0,2006,0,47.3734,-122.182,2070,8260,365070
2123039032,20141027T000000,1,0.75,760,10079,760,0,1936,0,47.4683,-122.438,1230,14267,369900
2123049175,20141210T000000,3,1.5,1980,11214,1980,0,1959,0,47.4696,-122.298,1510,9072,235000
2123049420,20150422T000000,3,1.5,1900,9994,1120,780,1960,0,47.4729,-122.301,1900,9994,278000
2123700015,20150512T000000,4,2.5,1470,1612,980,490,2003,0,47.5275,-122.271,1460,5027,228800
2124069078,20141211T000000,2,1.5,1480,43645,1480,0,1974,2006,47.5484,-122.045,1600,34326,525000
2124700015,20140716T000000,3,1,1120,10176,920,200,1905,0,47.5235,-122.277,1350,7500,345000
2125049139,20140806T000000,3,2.5,2500,7746,1910,590,1993,0,47.6393,-122.311,2480,5099,895000
2126049032,20140905T000000,3,1.75,1330,9417,710,620,1936,0,47.7231,-122.301,1690,7937,375000
2126059048,20150402T000000,3,1,1250,9427,1250,0,1931,0,47.7254,-122.175,1590,8250,294000
2126059172,20150506T000000,3,2.25,1560,12000,1110,450,1968,0,47.7256,-122.166,2190,4612,491500
