id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
890,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,1,1
891,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,2,2,1,2,7
892,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,6,6,1,1,1
893,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,1
894,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,4,1,4,7
895,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,3,5
896,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,1,4
897,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,1,1
898,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,3,5
899,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,1,5
900,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,4,1,4,6
901,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,2,5
902,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,5,6
903,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,3,1
904,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,4,1,2,1
905,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,3,4
906,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,2,1,4,5
907,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,2,4
908,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,5
909,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,7,1,5,7
910,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,3,6,1,1,1
911,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,1,4
912,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,2,2,1,5,6
913,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,2,4
914,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,2,5
915,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,1,4
916,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,6,1,1,5
917,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,3,4
918,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,2,4
919,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,4,2,1,1,1
920,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,1,1
921,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,1,4
922,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,2,4
923,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,1,5
924,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,3,1
925,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,1,4
926,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,3,5
927,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,4,1,2,6
928,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,3,4,1,1,1
929,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,2,4
930,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,3,1
931,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,1,4
932,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,2,6
933,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,3,6,1,1,1
934,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,4,1,5,7
935,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,2,5
936,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,7,1,4,7
937,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,1,1
938,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,1,5
939,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,3,1
940,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,7,1,4,6
941,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,2,1
942,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,2,5
943,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,3,4,1,1,1
944,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2,2,1,4,7
945,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,2,4
946,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,2,1,2,5
947,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,2,1,5,7
948,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,1,4
949,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,2,1,4,7
950,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,2,4
951,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,1,5
952,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,3,5
953,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,2,5
954,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,4,1,1,1,1
955,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,2,4
956,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,2,4
957,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,3,1
958,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,3,5
959,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6,2,1,1,1
960,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,4,1,5,5
961,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,3,5
962,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,1,4
963,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,6,4,1,1,1
964,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,1,5
965,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,2,7
966,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,4,7
967,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,2,5
968,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,2,1
969,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,4,6,1,1,1
970,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,2,1,5,7
971,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,6,4,1,1,1
972,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,3,1
973,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,1,5
974,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,3,5
975,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,2,4,1,2,6
976,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,3,1
977,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,3,4,1,1,1
978,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,2,1,5,7
979,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,2,4
980,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,3,5
981,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,4,1,4,7
982,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,7,1,5,5
983,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,6,4,1,1,1
984,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,1,4
985,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,4,1,4,5
986,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,2,4
987,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,1,1
988,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,4
989,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,1,4
990,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,1,4
991,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,3,1
992,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,1,4
993,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,6,1,1,1,1
994,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,4
995,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,3,1
996,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,3,1,1,1,1
997,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,3,5
998,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,1,1
999,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,7,1,2,5
1000,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,1,5
1001,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,7,1,2,5
1002,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,2,1
1003,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,2,4
1004,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,2,4
1005,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,2,1,4,7
1006,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,5
1007,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,3,4,1,1,1
1008,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,1,5
1009,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,2,5
1010,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,2,5
1011,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,2,1
1012,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,2,4
1013,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,1,4
1014,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,7,1,2,5
1015,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,1,5
1016,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,1,4
1017,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,2,5
1018,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,2,4
1019,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,2,4
1020,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,1,4
1021,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,3,1
1022,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,5
1023,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,6,6,1,1,1
1024,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,4,1,5,7
1025,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,3,1
1026,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,3,4
1027,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,3,2,1,1,1
1028,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,6,2,1,1,1
1029,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,2,1,4,6
1030,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,1,5
1031,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,1,5
1032,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,6,4,1,1,1
1033,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,3,5
1034,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,2,5
1035,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,2,1,4,5
1036,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,3,5
1037,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,3,4
1038,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,3,2,1,1,1
1039,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,2,4
1040,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,2,1,2,7
1041,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,1,4
1042,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,2,4,1,5,7
1043,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,3,4
1044,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,3,5
1045,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,2,5
1046,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,1,4
1047,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,4,6,1,1,1
1048,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,1,1
1049,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,2,1
1050,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,5,6
1051,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,3,5
1052,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,4,2,1,1,1
1053,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,7,1,2,7
1054,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,1,4
1055,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,2,1
1056,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,1,5
1057,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,1,5
1058,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,3,4,1,1,1
1059,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,g,4,4,1,2,5
1060,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,4,6,1,1,1
1061,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,1,1
1062,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,2,5
1063,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,7,1,4,7
1064,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,7,1,5,7
1065,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,5
1066,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,6,2,1,1,1
1067,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,4,6,1,1,1
1068,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,1,4
1069,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,5
1070,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,2,4
1071,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,4
1072,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,6,2,1,1,1
1073,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,4,1,5,7
1074,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,1,1
1075,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,1,5
1076,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,1,4
1077,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,1,5
1078,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,3,5
1079,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,3,4
1080,p,f,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,2,1,4,7
1081,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,1,5
1082,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,6,4,1,1,1
1083,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,1,5
1084,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,4
1085,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,3,1
1086,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,2,1
1087,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,1,1
1088,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,1
1089,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,3,1,1,1,1
1090,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,2,1,2,5
1091,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,6,1,1,1,1
1092,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,1,4
1093,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,3,1
1094,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,4,1,1,1,1
1095,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,2,5
1096,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,6,2,1,1,1
1097,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,2,1
1098,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,3,1,1,1,1
1099,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,3,5
1100,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,2,1,2,7
1101,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,s,d,4,1,1,1,1
1102,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,3,4
1103,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,2,1,2,5
1104,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,6,4,1,1,1
1105,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,2,1
1106,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,4,4,1,1,1
1107,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,3,1
1108,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,2,1
1109,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,3,1
1110,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,3,1
1111,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,3,4
1112,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,4,1,1,1,1
1113,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,1,5
1114,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,2,4
1115,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,3,1
1116,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,1,4
1117,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,2,4
1118,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,2,1,5,5
1119,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,4,4,1,1,1
1120,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,3,4
1121,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,2,1
1122,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,4,2,1,1,1
1123,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,1,1
1124,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,3,1
1125,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,2,1
1126,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,2,4,1,5,6
1127,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,4,4,1,1,1
1128,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,3,1
1129,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,4,1,3,4
1130,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,3,4
1131,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,2,1
1132,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,2,1
1133,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,2,1,5,7
1134,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,2,1
1135,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,1
1136,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,4,2,1,1,1
1137,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,6,1,1,5
1138,p,f,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,p,4,7,1,2,5
1139,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,2,4
1140,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,7,1,4,5
1141,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,1,5
1142,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,6,1,1,1,1
1143,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,2,5
1144,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,6,4,1,1,1
1145,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,s,d,3,6,1,1,1
1146,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,2,1
1147,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,6,6,1,1,1
1148,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,2,1,4,6
1149,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,1,4
1150,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,2,5
1151,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,1,1
1152,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,4,1,2,6
1153,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,4,1,1,1,1
1154,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,2,1,2,6
1155,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,3,6,1,1,1
1156,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,4,1,3,1
1157,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,1,1
1158,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,3,2,1,1,1
1159,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,3,1
1160,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,5
1161,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,1
1162,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,2,4
1163,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,2,4
1164,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,3,1,1,1,1
1165,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,4
1166,p,x,y,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,2,7,1,5,5
1167,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,1,5
1168,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,2,4
1169,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,v,d,4,4,1,1,1
1170,p,x,s,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6,1,1,1,1
1171,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,3,5
1172,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,2,5
1173,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,4
