"iid";"id";"gender";"order";"age_o";"age";"race";"sports";"tvsports";"dining";"art";"hiking";"reading";"tv";"theater";"movies";"music";"shopping";"yoga";"fun";"goal"
119;10;0;6;;19;3;8;5;9;9;5;9;5;10;9;10;7;8;;1
119;10;0;3;20;19;3;8;5;9;9;5;9;5;10;9;10;7;8;9.0;1
119;10;0;5;19;19;3;8;5;9;9;5;9;5;10;9;10;7;8;2.0;1
120;11;0;5;22;20;3;5;4;8;5;3;10;6;10;9;8;3;5;8.0;5
120;11;0;9;18;20;3;5;4;8;5;3;10;6;10;9;8;3;5;2.0;5
120;11;0;2;22;20;3;5;4;8;5;3;10;6;10;9;8;3;5;1.0;5
120;11;0;7;21;20;3;5;4;8;5;3;10;6;10;9;8;3;5;6.0;5
120;11;0;10;22;20;3;5;4;8;5;3;10;6;10;9;8;3;5;7.0;5
120;11;0;6;22;20;3;5;4;8;5;3;10;6;10;9;8;3;5;2.0;5
120;11;0;8;21;20;3;5;4;8;5;3;10;6;10;9;8;3;5;6.0;5
120;11;0;4;;20;3;5;4;8;5;3;10;6;10;9;8;3;5;2.0;5
120;11;0;1;20;20;3;5;4;8;5;3;10;6;10;9;8;3;5;8.0;5
120;11;0;3;19;20;3;5;4;8;5;3;10;6;10;9;8;3;5;5.0;5
121;12;0;2;22;21;2;2;2;10;10;6;7;8;10;10;10;10;4;7.0;5
121;12;0;6;18;21;2;2;2;10;10;6;7;8;10;10;10;10;4;5.0;5
121;12;0;9;22;21;2;2;2;10;10;6;7;8;10;10;10;10;4;6.0;5
121;12;0;4;21;21;2;2;2;10;10;6;7;8;10;10;10;10;4;8.0;5
121;12;0;7;22;21;2;2;2;10;10;6;7;8;10;10;10;10;4;7.0;5
121;12;0;3;22;21;2;2;2;10;10;6;7;8;10;10;10;10;4;1.0;5
121;12;0;5;21;21;2;2;2;10;10;6;7;8;10;10;10;10;4;5.0;5
121;12;0;1;;21;2;2;2;10;10;6;7;8;10;10;10;10;4;8.0;5
121;12;0;8;20;21;2;2;2;10;10;6;7;8;10;10;10;10;4;2.0;5
121;12;0;10;19;21;2;2;2;10;10;6;7;8;10;10;10;10;4;8.0;5
122;1;1;8;20;22;6;7;9;9;6;5;6;8;7;8;8;5;4;9.0;1
122;1;1;1;21;22;6;7;9;9;6;5;6;8;7;8;8;5;4;10.0;1
122;1;1;9;20;22;6;7;9;9;6;5;6;8;7;8;8;5;4;7.0;1
122;1;1;3;21;22;6;7;9;9;6;5;6;8;7;8;8;5;4;10.0;1
122;1;1;10;21;22;6;7;9;9;6;5;6;8;7;8;8;5;4;10.0;1
122;1;1;4;21;22;6;7;9;9;6;5;6;8;7;8;8;5;4;10.0;1
122;1;1;7;19;22;6;7;9;9;6;5;6;8;7;8;8;5;4;7.0;1
122;1;1;5;20;22;6;7;9;9;6;5;6;8;7;8;8;5;4;7.0;1
122;1;1;2;21;22;6;7;9;9;6;5;6;8;7;8;8;5;4;7.0;1
122;1;1;6;;22;6;7;9;9;6;5;6;8;7;8;8;5;4;8.0;1
123;2;1;2;20;18;4;9;9;8;2;5;2;7;2;7;7;7;5;6.0;2
123;2;1;5;21;18;4;9;9;8;2;5;2;7;2;7;7;7;5;4.0;2
123;2;1;3;20;18;4;9;9;8;2;5;2;7;2;7;7;7;5;5.0;2
123;2;1;7;21;18;4;9;9;8;2;5;2;7;2;7;7;7;5;4.0;2
123;2;1;4;21;18;4;9;9;8;2;5;2;7;2;7;7;7;5;4.0;2
123;2;1;8;21;18;4;9;9;8;2;5;2;7;2;7;7;7;5;6.0;2
123;2;1;1;19;18;4;9;9;8;2;5;2;7;2;7;7;7;5;6.0;2
123;2;1;9;20;18;4;9;9;8;2;5;2;7;2;7;7;7;5;5.0;2
123;2;1;6;21;18;4;9;9;8;2;5;2;7;2;7;7;7;5;4.0;2
123;2;1;10;;18;4;9;9;8;2;5;2;7;2;7;7;7;5;4.0;2
124;3;1;5;20;22;4;5;5;10;8;6;8;6;9;9;8;8;7;4.0;2
124;3;1;8;21;22;4;5;5;10;8;6;8;6;9;9;8;8;7;5.0;2
124;3;1;6;20;22;4;5;5;10;8;6;8;6;9;9;8;8;7;7.0;2
124;3;1;10;21;22;4;5;5;10;8;6;8;6;9;9;8;8;7;4.0;2
124;3;1;7;21;22;4;5;5;10;8;6;8;6;9;9;8;8;7;2.0;2
124;3;1;1;21;22;4;5;5;10;8;6;8;6;9;9;8;8;7;5.0;2
124;3;1;4;19;22;4;5;5;10;8;6;8;6;9;9;8;8;7;5.0;2
124;3;1;2;20;22;4;5;5;10;8;6;8;6;9;9;8;8;7;6.0;2
124;3;1;9;21;22;4;5;5;10;8;6;8;6;9;9;8;8;7;6.0;2
124;3;1;3;;22;4;5;5;10;8;6;8;6;9;9;8;8;7;6.0;2
125;4;1;10;20;21;2;3;1;10;10;1;9;2;9;9;9;10;7;9.0;1
125;4;1;3;21;21;2;3;1;10;10;1;9;2;9;9;9;10;7;7.0;1
125;4;1;1;20;21;2;3;1;10;10;1;9;2;9;9;9;10;7;6.0;1
125;4;1;5;21;21;2;3;1;10;10;1;9;2;9;9;9;10;7;10.0;1
125;4;1;2;21;21;2;3;1;10;10;1;9;2;9;9;9;10;7;10.0;1
125;4;1;6;21;21;2;3;1;10;10;1;9;2;9;9;9;10;7;10.0;1
125;4;1;9;19;21;2;3;1;10;10;1;9;2;9;9;9;10;7;6.0;1
125;4;1;7;20;21;2;3;1;10;10;1;9;2;9;9;9;10;7;8.0;1
125;4;1;4;21;21;2;3;1;10;10;1;9;2;9;9;9;10;7;5.0;1
125;4;1;8;;21;2;3;1;10;10;1;9;2;9;9;9;10;7;6.0;1
126;5;1;3;20;22;2;10;8;8;7;5;10;5;8;8;10;6;7;6.0;4
126;5;1;6;21;22;2;10;8;8;7;5;10;5;8;8;10;6;7;9.0;4
126;5;1;4;20;22;2;10;8;8;7;5;10;5;8;8;10;6;7;6.0;4
126;5;1;8;21;22;2;10;8;8;7;5;10;5;8;8;10;6;7;6.0;4
126;5;1;5;21;22;2;10;8;8;7;5;10;5;8;8;10;6;7;9.0;4
126;5;1;9;21;22;2;10;8;8;7;5;10;5;8;8;10;6;7;7.0;4
126;5;1;2;19;22;2;10;8;8;7;5;10;5;8;8;10;6;7;9.0;4
126;5;1;10;20;22;2;10;8;8;7;5;10;5;8;8;10;6;7;7.0;4
126;5;1;7;21;22;2;10;8;8;7;5;10;5;8;8;10;6;7;6.0;4
126;5;1;1;;22;2;10;8;8;7;5;10;5;8;8;10;6;7;8.0;4
127;6;1;9;20;22;2;10;8;8;3;5;1;7;1;5;7;5;10;10.0;6
127;6;1;2;21;22;2;10;8;8;3;5;1;7;1;5;7;5;10;5.0;6
127;6;1;10;20;22;2;10;8;8;3;5;1;7;1;5;7;5;10;2.0;6
127;6;1;4;21;22;2;10;8;8;3;5;1;7;1;5;7;5;10;10.0;6
127;6;1;1;21;22;2;10;8;8;3;5;1;7;1;5;7;5;10;7.0;6
127;6;1;5;21;22;2;10;8;8;3;5;1;7;1;5;7;5;10;8.0;6
127;6;1;8;19;22;2;10;8;8;3;5;1;7;1;5;7;5;10;6.0;6
127;6;1;6;20;22;2;10;8;8;3;5;1;7;1;5;7;5;10;8.0;6
127;6;1;3;21;22;2;10;8;8;3;5;1;7;1;5;7;5;10;0.0;6
127;6;1;7;;22;2;10;8;8;3;5;1;7;1;5;7;5;10;5.0;6
128;7;1;1;20;21;2;8;7;6;4;8;5;3;4;8;10;2;2;9.0;1
128;7;1;4;21;21;2;8;7;6;4;8;5;3;4;8;10;2;2;8.0;1
128;7;1;2;20;21;2;8;7;6;4;8;5;3;4;8;10;2;2;8.0;1
128;7;1;6;21;21;2;8;7;6;4;8;5;3;4;8;10;2;2;10.0;1
128;7;1;3;21;21;2;8;7;6;4;8;5;3;4;8;10;2;2;7.0;1
128;7;1;7;21;21;2;8;7;6;4;8;5;3;4;8;10;2;2;9.0;1
128;7;1;10;19;21;2;8;7;6;4;8;5;3;4;8;10;2;2;7.0;1
128;7;1;8;20;21;2;8;7;6;4;8;5;3;4;8;10;2;2;10.0;1
128;7;1;5;21;21;2;8;7;6;4;8;5;3;4;8;10;2;2;7.0;1
128;7;1;9;;21;2;8;7;6;4;8;5;3;4;8;10;2;2;8.0;1
129;8;1;7;20;;2;7;4;9;5;9;9;4;4;7;6;4;6;10.0;3
129;8;1;10;21;;2;7;4;9;5;9;9;4;4;7;6;4;6;7.0;3
129;8;1;8;20;;2;7;4;9;5;9;9;4;4;7;6;4;6;7.0;3
129;8;1;2;21;;2;7;4;9;5;9;9;4;4;7;6;4;6;7.0;3
129;8;1;9;21;;2;7;4;9;5;9;9;4;4;7;6;4;6;8.0;3
129;8;1;3;21;;2;7;4;9;5;9;9;4;4;7;6;4;6;9.0;3
129;8;1;6;19;;2;7;4;9;5;9;9;4;4;7;6;4;6;10.0;3
129;8;1;4;20;;2;7;4;9;5;9;9;4;4;7;6;4;6;10.0;3
129;8;1;1;21;;2;7;4;9;5;9;9;4;4;7;6;4;6;6.0;3
129;8;1;5;;;2;7;4;9;5;9;9;4;4;7;6;4;6;10.0;3
130;9;1;4;20;20;4;7;4;8;2;7;6;2;1;2;9;6;2;2.0;1
130;9;1;7;21;20;4;7;4;8;2;7;6;2;1;2;9;6;2;6.0;1
130;9;1;5;20;20;4;7;4;8;2;7;6;2;1;2;9;6;2;2.0;1
130;9;1;9;21;20;4;7;4;8;2;7;6;2;1;2;9;6;2;4.0;1
130;9;1;6;21;20;4;7;4;8;2;7;6;2;1;2;9;6;2;1.0;1
130;9;1;10;21;20;4;7;4;8;2;7;6;2;1;2;9;6;2;3.0;1
130;9;1;3;19;20;4;7;4;8;2;7;6;2;1;2;9;6;2;6.0;1
130;9;1;1;20;20;4;7;4;8;2;7;6;2;1;2;9;6;2;6.0;1
130;9;1;8;21;20;4;7;4;8;2;7;6;2;1;2;9;6;2;1.0;1
130;9;1;2;;20;4;7;4;8;2;7;6;2;1;2;9;6;2;4.0;1
131;10;1;6;20;19;4;5;1;5;5;3;8;7;6;8;6;5;3;5.0;2
131;10;1;9;21;19;4;5;1;5;5;3;8;7;6;8;6;5;3;5.0;2
131;10;1;7;20;19;4;5;1;5;5;3;8;7;6;8;6;5;3;5.0;2
131;10;1;1;21;19;4;5;1;5;5;3;8;7;6;8;6;5;3;;2
131;10;1;8;21;19;4;5;1;5;5;3;8;7;6;8;6;5;3;5.0;2
131;10;1;2;21;19;4;5;1;5;5;3;8;7;6;8;6;5;3;;2
131;10;1;5;19;19;4;5;1;5;5;3;8;7;6;8;6;5;3;6.0;2
131;10;1;3;20;19;4;5;1;5;5;3;8;7;6;8;6;5;3;6.0;2
131;10;1;10;21;19;4;5;1;5;5;3;8;7;6;8;6;5;3;6.0;2
131;10;1;4;;19;4;5;1;5;5;3;8;7;6;8;6;5;3;6.0;2
132;1;0;5;26;27;2;7;2;5;7;9;5;9;5;10;10;1;10;9.0;1
132;1;0;2;32;27;2;7;2;5;7;9;5;9;5;10;10;1;10;8.0;1
132;1;0;3;37;27;2;7;2;5;7;9;5;9;5;10;10;1;10;5.0;1
132;1;0;4;29;27;2;7;2;5;7;9;5;9;5;10;10;1;10;9.0;1
132;1;0;1;28;27;2;7;2;5;7;9;5;9;5;10;10;1;10;8.0;1
133;2;0;1;26;24;4;8;7;7;8;10;6;4;8;7;9;7;6;8.0;1
133;2;0;3;32;24;4;8;7;7;8;10;6;4;8;7;9;7;6;7.0;1
133;2;0;4;37;24;4;8;7;7;8;10;6;4;8;7;9;7;6;6.0;1
133;2;0;5;29;24;4;8;7;7;8;10;6;4;8;7;9;7;6;8.0;1
133;2;0;2;28;24;4;8;7;7;8;10;6;4;8;7;9;7;6;7.0;1
134;3;0;2;26;23;2;7;4;8;6;7;8;5;9;5;8;8;8;9.0;1
134;3;0;4;32;23;2;7;4;8;6;7;8;5;9;5;8;8;8;8.0;1
134;3;0;5;37;23;2;7;4;8;6;7;8;5;9;5;8;8;8;5.0;1
134;3;0;1;29;23;2;7;4;8;6;7;8;5;9;5;8;8;8;9.0;1
134;3;0;3;28;23;2;7;4;8;6;7;8;5;9;5;8;8;8;5.0;1
135;5;0;4;26;26;2;3;1;1;9;10;7;1;8;7;10;2;9;;1
135;5;0;1;32;26;2;3;1;1;9;10;7;1;8;7;10;2;9;;1
135;5;0;2;37;26;2;3;1;1;9;10;7;1;8;7;10;2;9;8.0;1
135;5;0;3;29;26;2;3;1;1;9;10;7;1;8;7;10;2;9;8.0;1
135;5;0;5;28;26;2;3;1;1;9;10;7;1;8;7;10;2;9;8.0;1
136;6;0;3;26;;;;;;;;;;;;;;;8.0;
136;6;0;5;32;;;;;;;;;;;;;;;10.0;
136;6;0;1;37;;;;;;;;;;;;;;;5.0;
136;6;0;2;29;;;;;;;;;;;;;;;8.0;
136;6;0;4;28;;;;;;;;;;;;;;;8.0;
137;1;1;5;27;26;4;6;1;8;4;1;4;7;1;9;10;8;3;8.0;1
137;1;1;1;24;26;4;6;1;8;4;1;4;7;1;9;10;8;3;6.0;1
137;1;1;2;23;26;4;6;1;8;4;1;4;7;1;9;10;8;3;8.0;1
137;1;1;4;26;26;4;6;1;8;4;1;4;7;1;9;10;8;3;7.0;1
137;1;1;3;;26;4;6;1;8;4;1;4;7;1;9;10;8;3;7.0;1
138;2;1;2;27;32;2;7;2;8;6;1;9;9;4;9;9;6;2;6.0;1
138;2;1;3;24;32;2;7;2;8;6;1;9;9;4;9;9;6;2;9.0;1
138;2;1;4;23;32;2;7;2;8;6;1;9;9;4;9;9;6;2;2.0;1
138;2;1;1;26;32;2;7;2;8;6;1;9;9;4;9;9;6;2;1.0;1
138;2;1;5;;32;2;7;2;8;6;1;9;9;4;9;9;6;2;9.0;1
139;4;1;3;27;37;4;7;5;10;9;6;10;8;7;10;9;7;8;8.0;1
139;4;1;4;24;37;4;7;5;10;9;6;10;8;7;10;9;7;8;6.0;1
139;4;1;5;23;37;4;7;5;10;9;6;10;8;7;10;9;7;8;7.0;1
139;4;1;2;26;37;4;7;5;10;9;6;10;8;7;10;9;7;8;6.0;1
139;4;1;1;;37;4;7;5;10;9;6;10;8;7;10;9;7;8;8.0;1
140;6;1;4;27;29;2;8;6;9;5;5;9;6;7;6;5;4;3;7.0;1
140;6;1;5;24;29;2;8;6;9;5;5;9;6;7;6;5;4;3;6.0;1
140;6;1;1;23;29;2;8;6;9;5;5;9;6;7;6;5;4;3;7.0;1
140;6;1;3;26;29;2;8;6;9;5;5;9;6;7;6;5;4;3;7.0;1
140;6;1;2;;29;2;8;6;9;5;5;9;6;7;6;5;4;3;8.0;1
141;10;1;1;27;28;3;10;10;9;5;7;3;8;9;10;9;6;6;7.0;1
141;10;1;2;24;28;3;10;10;9;5;7;3;8;9;10;9;6;6;9.0;1
141;10;1;3;23;28;3;10;10;9;5;7;3;8;9;10;9;6;6;7.0;1
141;10;1;5;26;28;3;10;10;9;5;7;3;8;9;10;9;6;6;8.0;1
141;10;1;4;;28;3;10;10;9;5;7;3;8;9;10;9;6;6;4.0;1
142;1;0;1;23;24;2;5;6;6;5;6;6;6;6;6;8;6;6;4.0;1
142;1;0;2;28;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;7;29;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;3;22;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;12;27;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;15;26;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;6;27;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;14;30;24;2;5;6;6;5;6;6;6;6;6;8;6;6;6.0;1
142;1;0;8;26;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;16;23;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;11;23;24;2;5;6;6;5;6;6;6;6;6;8;6;6;10.0;1
142;1;0;5;28;24;2;5;6;6;5;6;6;6;6;6;8;6;6;10.0;1
142;1;0;4;28;24;2;5;6;6;5;6;6;6;6;6;8;6;6;9.0;1
142;1;0;9;29;24;2;5;6;6;5;6;6;6;6;6;8;6;6;5.0;1
142;1;0;13;27;24;2;5;6;6;5;6;6;6;6;6;8;6;6;8.0;1
142;1;0;10;22;24;2;5;6;6;5;6;6;6;6;6;8;6;6;9.0;1
143;2;0;2;23;33;2;4;5;8;9;6;9;5;7;7;7;6;4;6.0;2
143;2;0;3;28;33;2;4;5;8;9;6;9;5;7;7;7;6;4;5.0;2
143;2;0;8;29;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;4;22;33;2;4;5;8;9;6;9;5;7;7;7;6;4;9.0;2
143;2;0;13;27;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;16;26;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;7;27;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;15;30;33;2;4;5;8;9;6;9;5;7;7;7;6;4;10.0;2
143;2;0;9;26;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;1;23;33;2;4;5;8;9;6;9;5;7;7;7;6;4;6.0;2
143;2;0;12;23;33;2;4;5;8;9;6;9;5;7;7;7;6;4;9.0;2
143;2;0;6;28;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;5;28;33;2;4;5;8;9;6;9;5;7;7;7;6;4;6.0;2
143;2;0;10;29;33;2;4;5;8;9;6;9;5;7;7;7;6;4;7.0;2
143;2;0;14;27;33;2;4;5;8;9;6;9;5;7;7;7;6;4;8.0;2
143;2;0;11;22;33;2;4;5;8;9;6;9;5;7;7;7;6;4;9.0;2
144;3;0;5;23;23;2;10;7;6;6;4;7;5;4;7;8;7;4;4.0;1
144;3;0;6;28;23;2;10;7;6;6;4;7;5;4;7;8;7;4;5.0;1
144;3;0;11;29;23;2;10;7;6;6;4;7;5;4;7;8;7;4;8.0;1
144;3;0;7;22;23;2;10;7;6;6;4;7;5;4;7;8;7;4;10.0;1
144;3;0;16;27;23;2;10;7;6;6;4;7;5;4;7;8;7;4;8.0;1
144;3;0;3;26;23;2;10;7;6;6;4;7;5;4;7;8;7;4;8.0;1
144;3;0;10;27;23;2;10;7;6;6;4;7;5;4;7;8;7;4;7.0;1
144;3;0;2;30;23;2;10;7;6;6;4;7;5;4;7;8;7;4;5.0;1
144;3;0;12;26;23;2;10;7;6;6;4;7;5;4;7;8;7;4;7.0;1
144;3;0;4;23;23;2;10;7;6;6;4;7;5;4;7;8;7;4;7.0;1
144;3;0;15;23;23;2;10;7;6;6;4;7;5;4;7;8;7;4;6.0;1
144;3;0;9;28;23;2;10;7;6;6;4;7;5;4;7;8;7;4;8.0;1
144;3;0;8;28;23;2;10;7;6;6;4;7;5;4;7;8;7;4;6.0;1
144;3;0;13;29;23;2;10;7;6;6;4;7;5;4;7;8;7;4;7.0;1
144;3;0;1;27;23;2;10;7;6;6;4;7;5;4;7;8;7;4;7.0;1
144;3;0;14;22;23;2;10;7;6;6;4;7;5;4;7;8;7;4;6.0;1
145;4;0;6;23;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;7;28;24;2;2;1;9;5;2;8;10;10;10;8;9;2;10.0;2
145;4;0;12;29;24;2;2;1;9;5;2;8;10;10;10;8;9;2;10.0;2
145;4;0;8;22;24;2;2;1;9;5;2;8;10;10;10;8;9;2;9.0;2
145;4;0;1;27;24;2;2;1;9;5;2;8;10;10;10;8;9;2;8.0;2
145;4;0;4;26;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;11;27;24;2;2;1;9;5;2;8;10;10;10;8;9;2;9.0;2
145;4;0;3;30;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;13;26;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;5;23;24;2;2;1;9;5;2;8;10;10;10;8;9;2;8.0;2
145;4;0;16;23;24;2;2;1;9;5;2;8;10;10;10;8;9;2;8.0;2
145;4;0;10;28;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;9;28;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;14;29;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;2;27;24;2;2;1;9;5;2;8;10;10;10;8;9;2;7.0;2
145;4;0;15;22;24;2;2;1;9;5;2;8;10;10;10;8;9;2;10.0;2
146;5;0;12;23;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;13;28;36;2;5;2;5;8;3;10;8;8;8;8;8;3;8.0;4
146;5;0;2;29;36;2;5;2;5;8;3;10;8;8;8;8;8;3;8.0;4
146;5;0;14;22;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;7;27;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;10;26;36;2;5;2;5;8;3;10;8;8;8;8;8;3;8.0;4
146;5;0;1;27;36;2;5;2;5;8;3;10;8;8;8;8;8;3;10.0;4
146;5;0;9;30;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;3;26;36;2;5;2;5;8;3;10;8;8;8;8;8;3;6.0;4
146;5;0;11;23;36;2;5;2;5;8;3;10;8;8;8;8;8;3;7.0;4
146;5;0;6;23;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;16;28;36;2;5;2;5;8;3;10;8;8;8;8;8;3;8.0;4
146;5;0;15;28;36;2;5;2;5;8;3;10;8;8;8;8;8;3;;4
146;5;0;4;29;36;2;5;2;5;8;3;10;8;8;8;8;8;3;7.0;4
146;5;0;8;27;36;2;5;2;5;8;3;10;8;8;8;8;8;3;7.0;4
146;5;0;5;22;36;2;5;2;5;8;3;10;8;8;8;8;8;3;8.0;4
147;6;0;11;23;26;4;8;7;9;9;5;10;8;9;8;6;7;10;5.0;5
147;6;0;12;28;26;4;8;7;9;9;5;10;8;9;8;6;7;10;5.0;5
147;6;0;1;29;26;4;8;7;9;9;5;10;8;9;8;6;7;10;8.0;5
147;6;0;13;22;26;4;8;7;9;9;5;10;8;9;8;6;7;10;6.0;5
147;6;0;6;27;26;4;8;7;9;9;5;10;8;9;8;6;7;10;6.0;5
147;6;0;9;26;26;4;8;7;9;9;5;10;8;9;8;6;7;10;7.0;5
147;6;0;16;27;26;4;8;7;9;9;5;10;8;9;8;6;7;10;6.0;5
147;6;0;8;30;26;4;8;7;9;9;5;10;8;9;8;6;7;10;5.0;5
147;6;0;2;26;26;4;8;7;9;9;5;10;8;9;8;6;7;10;6.0;5
147;6;0;10;23;26;4;8;7;9;9;5;10;8;9;8;6;7;10;6.0;5
147;6;0;5;23;26;4;8;7;9;9;5;10;8;9;8;6;7;10;4.0;5
147;6;0;15;28;26;4;8;7;9;9;5;10;8;9;8;6;7;10;7.0;5
147;6;0;14;28;26;4;8;7;9;9;5;10;8;9;8;6;7;10;4.0;5
147;6;0;3;29;26;4;8;7;9;9;5;10;8;9;8;6;7;10;4.0;5
147;6;0;7;27;26;4;8;7;9;9;5;10;8;9;8;6;7;10;10.0;5
147;6;0;4;22;26;4;8;7;9;9;5;10;8;9;8;6;7;10;8.0;5
148;7;0;10;23;27;4;7;4;9;9;5;10;10;9;9;7;9;7;2.0;5
148;7;0;11;28;27;4;7;4;9;9;5;10;10;9;9;7;9;7;2.0;5
148;7;0;16;29;27;4;7;4;9;9;5;10;10;9;9;7;9;7;8.0;5
148;7;0;12;22;27;4;7;4;9;9;5;10;10;9;9;7;9;7;5.0;5
148;7;0;5;27;27;4;7;4;9;9;5;10;10;9;9;7;9;7;4.0;5
148;7;0;8;26;27;4;7;4;9;9;5;10;10;9;9;7;9;7;8.0;5
148;7;0;15;27;27;4;7;4;9;9;5;10;10;9;9;7;9;7;6.0;5
148;7;0;7;30;27;4;7;4;9;9;5;10;10;9;9;7;9;7;1.0;5
148;7;0;1;26;27;4;7;4;9;9;5;10;10;9;9;7;9;7;5.0;5
148;7;0;9;23;27;4;7;4;9;9;5;10;10;9;9;7;9;7;5.0;5
148;7;0;4;23;27;4;7;4;9;9;5;10;10;9;9;7;9;7;4.0;5
148;7;0;14;28;27;4;7;4;9;9;5;10;10;9;9;7;9;7;5.0;5
148;7;0;13;28;27;4;7;4;9;9;5;10;10;9;9;7;9;7;4.0;5
148;7;0;2;29;27;4;7;4;9;9;5;10;10;9;9;7;9;7;7.0;5
148;7;0;6;27;27;4;7;4;9;9;5;10;10;9;9;7;9;7;10.0;5
148;7;0;3;22;27;4;7;4;9;9;5;10;10;9;9;7;9;7;5.0;5
149;8;0;9;23;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;10;28;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;15;29;28;2;8;4;8;8;8;6;6;5;8;10;9;8;8.0;1
149;8;0;11;22;28;2;8;4;8;8;8;6;6;5;8;10;9;8;8.0;1
149;8;0;4;27;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;7;26;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;14;27;28;2;8;4;8;8;8;6;6;5;8;10;9;8;3.0;1
149;8;0;6;30;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;16;26;28;2;8;4;8;8;8;6;6;5;8;10;9;8;3.0;1
149;8;0;8;23;28;2;8;4;8;8;8;6;6;5;8;10;9;8;7.0;1
149;8;0;3;23;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;13;28;28;2;8;4;8;8;8;6;6;5;8;10;9;8;7.0;1
149;8;0;12;28;28;2;8;4;8;8;8;6;6;5;8;10;9;8;4.0;1
149;8;0;1;29;28;2;8;4;8;8;8;6;6;5;8;10;9;8;6.0;1
149;8;0;5;27;28;2;8;4;8;8;8;6;6;5;8;10;9;8;6.0;1
149;8;0;2;22;28;2;8;4;8;8;8;6;6;5;8;10;9;8;7.0;1
150;9;0;16;23;31;2;5;1;5;3;9;7;1;1;7;4;2;10;6.0;4
150;9;0;1;28;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
150;9;0;6;29;31;2;5;1;5;3;9;7;1;1;7;4;2;10;7.0;4
150;9;0;2;22;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
150;9;0;11;27;31;2;5;1;5;3;9;7;1;1;7;4;2;10;6.0;4
150;9;0;14;26;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
150;9;0;5;27;31;2;5;1;5;3;9;7;1;1;7;4;2;10;7.0;4
150;9;0;13;30;31;2;5;1;5;3;9;7;1;1;7;4;2;10;7.0;4
150;9;0;7;26;31;2;5;1;5;3;9;7;1;1;7;4;2;10;5.0;4
150;9;0;15;23;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
150;9;0;10;23;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
150;9;0;4;28;31;2;5;1;5;3;9;7;1;1;7;4;2;10;9.0;4
150;9;0;3;28;31;2;5;1;5;3;9;7;1;1;7;4;2;10;6.0;4
150;9;0;8;29;31;2;5;1;5;3;9;7;1;1;7;4;2;10;6.0;4
150;9;0;12;27;31;2;5;1;5;3;9;7;1;1;7;4;2;10;7.0;4
150;9;0;9;22;31;2;5;1;5;3;9;7;1;1;7;4;2;10;8.0;4
151;10;0;14;23;28;2;5;1;10;8;8;8;1;9;8;10;7;7;1.0;3
151;10;0;15;28;28;2;5;1;10;8;8;8;1;9;8;10;7;7;4.0;3
