citizen-id,age,workclass,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,salary-class
1535,67, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K
1536,39, Local-gov, 12th,8, Married-civ-spouse, Tech-support, White, Male,50, United-States, <=50K
1537,57, Private, 1st-4th,2, Widowed, Priv-house-serv, Black, Female,30, United-States, <=50K
1538,29, Private, Assoc-voc,11, Separated, Craft-repair, White, Male,40, United-States, <=50K
1539,31, Self-emp-inc, Bachelors,13, Never-married, Farming-fishing, White, Female,45, United-States, <=50K
1540,34,Unknown, HS-grad,9, Never-married,Unknown, Black, Female,40, United-States, <=50K
1541,44, Private, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
1542,29, Private, Doctorate,16, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
1543,30, Private, Some-college,10, Never-married, Handlers-cleaners, White, Female,40, United-States, <=50K
1544,27, Private, HS-grad,9, Never-married, Transport-moving, White, Male,40, United-States, <=50K
1545,27, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
1546,32, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Female,45, United-States, <=50K
1547,58, Private, 10th,6, Married-civ-spouse, Other-service, White, Female,, United-States, <=50K
1548,35, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
1549,21, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Male,36, United-States, <=50K
1550,28, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States, <=50K
1551,46, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, White, Male,50, United-States, <=50K
1552,36, Self-emp-not-inc, HS-grad,9, Separated, Other-service, White, Female,40, United-States, <=50K
1553,72, Private, 11th,7, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
1554,35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Black, Female,40, United-States, <=50K
1555,33, Federal-gov, Assoc-voc,11, Divorced, Craft-repair, Black, Female,40, United-States, >50K
1556,69, Private, 11th,7, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
1557,35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
1558,31, Private, HS-grad,9, Separated, Adm-clerical, White, Female,20,Unknown, <=50K
1559,34, Private, HS-grad,9, Married-civ-spouse, Tech-support, White, Female,32, United-States, <=50K
1560,30, Private, 11th,7, Married-civ-spouse, Other-service, White, Male,40, Mexico, <=50K
1561,28, Private, Bachelors,13, Never-married, Transport-moving, White, Male,55, United-States, <=50K
1562,54, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,35, United-States, >50K
1563,47, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
1564,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Female,40, United-States, <=50K
1565,52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
1566,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male,48, United-States, <=50K
1567,43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, <=50K
1568,45, Private, 7th-8th,4, Separated, Other-service, White, Female,40, Mexico, <=50K
1569,29, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, White, Male,35, United-States, <=50K
1570,47, Private, Masters,14, Divorced, Exec-managerial, White, Male,42, United-States, <=50K
1571,24, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
1572,51, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
1573,17, Private, 11th,7, Never-married, Sales, White, Male,12, United-States, <=50K
1574,37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1575,27, Private, Doctorate,16, Never-married, Prof-specialty, White, Female,70, United-States, <=50K
1576,29, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1577,18,Unknown, 12th,8, Never-married,Unknown, White, Male,25, United-States, <=50K
1578,36, Self-emp-not-inc, Assoc-acdm,12, Divorced, Sales, White, Female,35, United-States, <=50K
1579,58, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
1580,26, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
1581,65,Unknown, Some-college,10, Married-civ-spouse,Unknown, White, Male,30, United-States, >50K
1582,57, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
1583,59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1584,27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
1585,31, Self-emp-not-inc, Bachelors,13, Never-married, Tech-support, White, Male,40, United-States, <=50K
1586,21, Private, Some-college,10, Never-married, Sales, White, Female,24, United-States, <=50K
1587,29, Private, Some-college,10, Never-married, Adm-clerical, White, Male,60, United-States, <=50K
1588,18, Private, 11th,7, Never-married, Other-service, White, Male,40, United-States, <=50K
1589,52, Private, 10th,6, Married-civ-spouse, Craft-repair, White, Male,47, United-States, >50K
1590,57, Self-emp-inc, Bachelors,13, Divorced, Prof-specialty, White, Male,80, United-States, <=50K
1591,42,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,40, United-States, <=50K
1592,55,Unknown, HS-grad,9, Married-civ-spouse,Unknown, Asian-Pac-Islander, Female,40, United-States, <=50K
1593,60, Private, 7th-8th,4, Never-married, Transport-moving, White, Male,48, United-States, >50K
1594,31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, Canada, >50K
1595,23, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
1596,27, Private, HS-grad,9, Never-married, Sales, White, Male,40, United-States, <=50K
1597,23,Unknown, Some-college,10, Never-married,Unknown, Amer-Indian-Eskimo, Female,25, United-States, <=50K
1598,42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
1599,25, Private, Some-college,10, Never-married, Tech-support, White, Male,40, United-States, <=50K
1600,49, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
1601,32, Private, Bachelors,13, Never-married, Tech-support, White, Male,40, United-States, <=50K
1602,19, Private, Some-college,10, Never-married, Adm-clerical, White, Male,28, United-States, <=50K
1603,60, Private, 7th-8th,4, Divorced, Other-service, White, Female,40, United-States, <=50K
1604,42, Local-gov, 9th,5, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
1605,35, Self-emp-not-inc, Assoc-acdm,12, Never-married, Farming-fishing, White, Male,40, United-States, <=50K
1606,48, Private, HS-grad,9, Never-married, Adm-clerical, Black, Female,37, United-States, <=50K
1607,51, Private, Masters,14, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1608,29, Private, HS-grad,9, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
1609,36, Local-gov, HS-grad,9, Separated, Exec-managerial, Black, Male,40, United-States, <=50K
1610,17, Private, 10th,6, Never-married, Other-service, White, Female,21, United-States, <=50K
1611,52, Private, Masters,14, Divorced, Prof-specialty, White, Female,60, United-States, <=50K
1612,24, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States, <=50K
1613,24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, White, Male,50, United-States, <=50K
1614,26, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
1615,27, Private, Bachelors,13, Never-married, Other-service, White, Female,20, United-States, <=50K
1616,39, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Male,60, United-States, <=50K
1617,30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Black, Male,45, United-States, <=50K
1618,50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,32, United-States, <=50K
1619,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, White, Male,55, United-States, <=50K
1620,46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
1621,23, Private, Bachelors,13, Never-married, Sales, White, Female,20, United-States, <=50K
1622,45, Private, 11th,7, Widowed, Other-service, Black, Female,20, United-States, <=50K
1623,65, Private, 9th,5, Widowed, Priv-house-serv, Black, Female,24, United-States, <=50K
1624,29, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, White, Male,55, United-States, <=50K
1625,47, Private, 9th,5, Married-spouse-absent, Handlers-cleaners, White, Male,40, El-Salvador, <=50K
1626,30, Private, HS-grad,9, Never-married, Farming-fishing, Black, Male,60, United-States, <=50K
1627,34, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,45, United-States, >50K
1628,38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,64, United-States, <=50K
1629,33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1630,49, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,26, United-States, >50K
1631,47, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Black, Female,40, United-States, <=50K
1632,49, Local-gov, 10th,6, Separated, Other-service, Black, Female,40, United-States, <=50K
1633,43, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,60, United-States, >50K
1634,30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Black, Female,40, United-States, >50K
1635,58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
1636,19, Private, HS-grad,9, Never-married, Other-service, White, Female,14, United-States, <=50K
1637,21, Private, Bachelors,13, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
1638,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, >50K
1639,47, Self-emp-inc, 5th-6th,3, Married-civ-spouse, Transport-moving, White, Male,50, Cuba, <=50K
1640,52, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
1641,26, Private, HS-grad,9, Divorced, Craft-repair, White, Male,55, United-States, <=50K
1642,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1643,21, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
1644,36, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
1645,31, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
1646,50, Self-emp-inc, Doctorate,16, Separated, Prof-specialty, White, Male,40, United-States, >50K
1647,31, Local-gov, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
1648,71, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,15, United-States, <=50K
1649,58,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,50, United-States, <=50K
1650,30, State-gov, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
1651,20, Private, Some-college,10, Never-married, Other-service, White, Male,20, United-States, <=50K
1652,24, Private, HS-grad,9, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
1653,35, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, Taiwan, >50K
1654,38, State-gov, Some-college,10, Separated, Exec-managerial, White, Female,45, United-States, <=50K
1655,27, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Female,32, United-States, <=50K
1656,29, State-gov, Some-college,10, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K
1657,70,Unknown, 9th,5, Widowed,Unknown, White, Female,15, United-States, <=50K
1658,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
1659,44, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, White, Male,35, United-States, <=50K
1660,43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
1661,44, Self-emp-not-inc, 12th,8, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, >50K
1662,35, Private, Masters,14, Never-married, Sales, White, Male,60, United-States, <=50K
1663,27, Private, Some-college,10, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
1664,43, Local-gov, Masters,14, Never-married, Prof-specialty, White, Male,38, United-States, <=50K
1665,20, Private, Some-college,10, Never-married, Sales, White, Female,25, United-States, <=50K
1666,42, Private, Assoc-acdm,12, Divorced, Prof-specialty, White, Female,40, United-States, >50K
1667,27, State-gov, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
1668,42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K
1669,20,Unknown, 11th,7, Married-spouse-absent,Unknown, Asian-Pac-Islander, Female,40, South, <=50K
1670,24, Private, 9th,5, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
1671,48, Federal-gov, Some-college,10, Divorced, Exec-managerial, White, Male,40, United-States, <=50K
1672,17,Unknown, 11th,7, Never-married,Unknown, White, Female,20, United-States, <=50K
1673,17, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, White, Male,10, United-States, <=50K
1674,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1675,50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
1676,22, Private, HS-grad,9, Never-married, Sales, White, Female,40, United-States, <=50K
1677,17, Private, 12th,8, Never-married, Other-service, White, Male,16, United-States, <=50K
1678,32, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, Mexico, <=50K
1679,31, Private, HS-grad,9, Never-married, Craft-repair, White, Male,45, United-States, <=50K
1680,58, Self-emp-not-inc, HS-grad,9, Widowed, Exec-managerial, White, Male,50, United-States, <=50K
1681,29, Local-gov, HS-grad,9, Never-married, Protective-serv, White, Male,48, United-States, <=50K
1682,37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, Portugal, >50K
1683,34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
1684,23, Local-gov, Some-college,10, Separated, Exec-managerial, Black, Male,40, United-States, <=50K
1685,18, State-gov, 11th,7, Never-married, Adm-clerical, White, Female,, United-States, <=50K
1686,34, Private, HS-grad,9, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
1687,66,Unknown, 7th-8th,4, Never-married,Unknown, White, Male,, United-States, <=50K
1688,45, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Female,55, United-States, <=50K
1689,41, Private, Masters,14, Never-married, Exec-managerial, White, Male,35, Dominican-Republic, <=50K
1690,26, Private, HS-grad,9, Never-married, Other-service, White, Male,30, United-States, <=50K
1691,54, Local-gov, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
1692,24, Private, Some-college,10, Never-married, Machine-op-inspct, Black, Female,45, United-States, <=50K
1693,42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
1694,20, Private, Some-college,10, Never-married, Prof-specialty, White, Male,20, United-States, <=50K
1695,23, State-gov, Bachelors,13, Never-married, Tech-support, White, Female,20, United-States, <=50K
1696,25,Unknown, Assoc-acdm,12, Never-married,Unknown, White, Male,45, United-States, <=50K
1697,35, Private, Masters,14, Never-married, Prof-specialty, White, Male,60, United-States, >50K
1698,31, Private, Masters,14, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
1699,30, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, Poland, <=50K
1700,19, Private, HS-grad,9, Never-married, Sales, White, Female,20, United-States, <=50K
1701,36, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Male,50, United-States, <=50K
1702,31, Private, Bachelors,13, Widowed, Sales, White, Female,40, Cuba, <=50K
1703,21, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,30, United-States, <=50K
1704,31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1705,46, Private, Doctorate,16, Divorced, Prof-specialty, White, Female,65, United-States, >50K
1706,44, Private, Bachelors,13, Divorced, Exec-managerial, White, Female,50, United-States, >50K
1707,40, Private, 12th,8, Married-civ-spouse, Other-service, Black, Male,40, Jamaica, <=50K
1708,45, Private, Some-college,10, Never-married, Sales, Black, Male,40, United-States, <=50K
1709,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,35, United-States, <=50K
1710,18, Private, 11th,7, Never-married, Other-service, White, Male,25, United-States, <=50K
1711,28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
1712,36, Private, Some-college,10, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
1713,36, Private, Bachelors,13, Separated, Prof-specialty, White, Male,40,Unknown, <=50K
1714,40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
1715,36, Local-gov, Bachelors,13, Divorced, Adm-clerical, White, Female,35, Honduras, <=50K
1716,31, Private, HS-grad,9, Separated, Other-service, Black, Female,40, United-States, <=50K
1717,33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
1718,19, State-gov, HS-grad,9, Never-married, Tech-support, White, Female,40, United-States, <=50K
1719,22, Private, Some-college,10, Never-married, Sales, White, Female,15, United-States, <=50K
1720,34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
1721,33, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States, <=50K
1722,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
1723,29, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
1724,50, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,42, United-States, >50K
1725,42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
1726,43, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,40,Unknown, >50K
1727,44, Private, HS-grad,9, Married-civ-spouse, Sales, White, Female,40, United-States, <=50K
1728,20, Private, Some-college,10, Never-married, Other-service, White, Female,20, United-States, <=50K
1729,31, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, Mexico, <=50K
1730,65, Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, White, Male,59,Unknown, >50K
1731,23, Private, Some-college,10, Never-married, Other-service, White, Female,24, United-States, <=50K
1732,55, Private, Some-college,10, Divorced, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
1733,26, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, <=50K
1734,25, Private, Assoc-voc,11, Never-married, Other-service, White, Female,15, United-States, <=50K
1735,45,Unknown, Some-college,10, Married-civ-spouse,Unknown, Black, Female,40, United-States, <=50K
1736,35, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1737,36, Private, Some-college,10, Never-married, Sales, Black, Female,36, United-States, <=50K
1738,43, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
1739,56, Private, HS-grad,9, Widowed, Other-service, Black, Female,20, United-States, <=50K
1740,42, Private, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
1741,19, Private, Some-college,10, Never-married, Other-service, White, Female,25, United-States, <=50K
1742,55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,72, United-States, <=50K
1743,42, Private, Masters,14, Never-married, Exec-managerial, White, Female,50, United-States, >50K
1744,26, Private, Assoc-voc,11, Never-married, Tech-support, White, Male,40, United-States, <=50K
1745,17, Private, 12th,8, Never-married, Handlers-cleaners, White, Male,20, United-States, <=50K
1746,42, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
1747,55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
1748,32, Private, Some-college,10, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
1749,29, Private, 11th,7, Never-married, Craft-repair, Black, Male,40, Haiti, <=50K
1750,46, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,37, United-States, <=50K
1751,29, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
1752,22, Private, Bachelors,13, Never-married, Prof-specialty, White, Male,20, United-States, <=50K
1753,58, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
1754,23, Private, HS-grad,9, Never-married, Transport-moving, White, Male,50, United-States, <=50K
1755,39, Private, HS-grad,9, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
1756,27, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,38, United-States, <=50K
1757,54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
1758,33, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,45, United-States, <=50K
1759,46, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
1760,37, Private, HS-grad,9, Never-married, Farming-fishing, Black, Male,40, United-States, <=50K
1761,36, Private, HS-grad,9, Never-married, Other-service, White, Female,18, United-States, <=50K
1762,59, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,38, United-States, >50K
1763,34, Local-gov, HS-grad,9, Divorced, Protective-serv, White, Male,40, Portugal, <=50K
1764,53, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, White, Male,70, United-States, >50K
1765,51, Private, Bachelors,13, Never-married, Sales, White, Male,55, United-States, >50K
1766,32, Private, 10th,6, Separated, Other-service, White, Female,42, United-States, <=50K
1767,31, State-gov, Some-college,10, Married-spouse-absent, Other-service, White, Male,40, United-States, <=50K
1768,22, Private, Some-college,10, Married-civ-spouse, Sales, White, Female,30, Germany, <=50K
1769,47, Self-emp-not-inc, Bachelors,13, Divorced, Sales, White, Female,50, United-States, <=50K
1770,32, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
1771,26, Private, Some-college,10, Never-married, Farming-fishing, White, Female,38, United-States, <=50K
1772,37, Private, 5th-6th,3, Separated, Farming-fishing, White, Male,32, Guatemala, <=50K
1773,31, Private, HS-grad,9, Divorced, Craft-repair, White, Male,55, United-States, <=50K
1774,37, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Female,24, United-States, >50K
1775,55, Private, HS-grad,9, Never-married, Sales, White, Male,38, United-States, <=50K
1776,23, Local-gov, Assoc-voc,11, Divorced, Tech-support, White, Male,56, United-States, <=50K
1777,36, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
1778,34, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40,Unknown, <=50K
1779,43, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
1780,54, Private, Some-college,10, Never-married, Tech-support, White, Male,40, United-States, <=50K
1781,43, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40,Unknown, <=50K
1782,28, Private, Assoc-voc,11, Never-married, Machine-op-inspct, White, Female,42, United-States, <=50K
1783,40, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
1784,41, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
1785,40, Private, Bachelors,13, Never-married, Sales, Other, Female,55, United-States, >50K
1786,42, Private, Some-college,10, Divorced, Adm-clerical, Black, Female,38, United-States, <=50K
1787,61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,50, United-States, <=50K
1788,18, Private, 12th,8, Never-married, Machine-op-inspct, White, Male,30, United-States, <=50K
1789,59,Unknown, HS-grad,9, Married-civ-spouse,Unknown, White, Male,16, United-States, <=50K
1790,21,Unknown, HS-grad,9, Never-married,Unknown, White, Female,40, United-States, <=50K
1791,48, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Male,50, United-States, >50K
1792,41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
1793,18,Unknown, Some-college,10, Never-married,Unknown, White, Male,33, United-States, <=50K
1794,23, Private, HS-grad,9, Never-married, Sales, White, Female,40, United-States, <=50K
1795,60, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
1796,22, Private, Some-college,10, Never-married, Other-service, Black, Male,20, United-States, <=50K
1797,61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
1798,25, Private, HS-grad,9, Never-married, Machine-op-inspct, Black, Male,40, United-States, <=50K
1799,46, Private, Masters,14, Never-married, Tech-support, White, Male,35, United-States, >50K
1800,43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, England, >50K
1801,43, Private, Assoc-acdm,12, Divorced, Craft-repair, White, Male,40, United-States, <=50K
1802,24, Private, HS-grad,9, Never-married, Other-service, Black, Male,30, United-States, <=50K
1803,68, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, White, Male,20, United-States, <=50K
1804,31, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,38, United-States, <=50K
1805,17, Private, 11th,7, Never-married, Sales, White, Female,20, United-States, <=50K
1806,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K
1807,50,Unknown, Masters,14, Married-spouse-absent,Unknown, White, Male,40, United-States, <=50K
1808,33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,47, United-States, >50K
1809,64, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
1810,20, Private, HS-grad,9, Never-married, Transport-moving, White, Male,30, United-States, <=50K
1811,30, Private, HS-grad,9, Separated, Other-service, White, Female,36, United-States, <=50K
1812,22,Unknown, Some-college,10, Never-married,Unknown, Black, Male,40, United-States, <=50K
1813,43, Private, Some-college,10, Divorced, Exec-managerial, White, Male,45, United-States, <=50K
1814,22, Private, Some-college,10, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
1815,17, Private, 10th,6, Never-married, Farming-fishing, White, Male,20, United-States, <=50K
1816,47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, White, Female,75, Italy, <=50K
1817,41, Private, Assoc-voc,11, Never-married, Prof-specialty, White, Female,60, United-States, <=50K
1818,56, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
1819,64, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
1820,47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,50, United-States, >50K
1821,48, Private, Assoc-voc,11, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
1822,31, Private, Masters,14, Never-married, Prof-specialty, White, Female,46, United-States, <=50K
1823,29, Private, Assoc-voc,11, Never-married, Tech-support, White, Male,40, United-States, <=50K
1824,30, Private, HS-grad,9, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
1825,32, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
1826,57, Private, HS-grad,9, Widowed, Transport-moving, White, Male,42, United-States, >50K
1827,62, Private, HS-grad,9, Widowed, Other-service, White, Female,40, United-States, <=50K
1828,39, Private, HS-grad,9, Separated, Machine-op-inspct, White, Female,24, United-States, <=50K
1829,43, Private, Some-college,10, Never-married, Adm-clerical, White, Male,25, United-States, <=50K
